20.0000	20.0000	-1.40461	5.92897	-0.588327
20.0000	35.0000	-1.28282	5.71595	0.970351
20.0000	50.0000	-0.411304	3.95178	0.654119
20.0000	65.0000	-0.287547	5.71987	0.210778
20.0000	80.0000	-2.30427	5.19533	0.328606
20.0000	95.0000	-4.88997	6.30036	0.805226
20.0000	110.000	-3.37358	5.54095	0.646741
20.0000	125.000	-2.90388	6.15520	0.960991
20.0000	140.000	-1.68090	3.44905	0.895909
20.0000	155.000	-1.73184	1.10304	0.898088
20.0000	170.000	-1.45692	1.67684	0.961280
20.0000	185.000	-1.45613	2.03260	0.974980
20.0000	200.000	-1.58465	1.93831	0.974980
20.0000	215.000	-2.82026	3.38358	0.978314
20.0000	230.000	-3.85577	4.77678	0.795533
20.0000	245.000	-3.15641	3.95781	0.583880
20.0000	260.000	-2.45159	3.18585	-0.0914988
20.0000	275.000	-2.81996	2.41185	-0.126370
20.0000	290.000	-3.49831	1.59736	0.621388
20.0000	305.000	-3.39894	2.09339	0.742647
20.0000	320.000	-1.88459	3.03005	0.657863
20.0000	335.000	-0.257528	2.24897	0.681156
20.0000	350.000	0.781929	4.52620	-0.218181
20.0000	365.000	0.541225	3.20004	0.374930
20.0000	380.000	0.969668	2.57689	0.642877
20.0000	395.000	2.11798	2.10702	0.731544
20.0000	410.000	3.08938	1.11759	-0.529667
20.0000	425.000	3.09505	1.05077	-0.983996
20.0000	440.000	3.05875	0.931285	-0.616614
20.0000	455.000	3.52514	0.678337	-0.805179
20.0000	470.000	4.01596	0.664773	-0.884948
20.0000	485.000	4.17107	0.225162	-0.626790
20.0000	500.000	3.72155	-0.251132	-0.524366
20.0000	515.000	3.62102	-0.659238	-0.750117
20.0000	530.000	3.97569	-1.29260	-0.929801
20.0000	545.000	3.79881	0.182349	-0.957374
20.0000	560.000	3.04657	1.18267	-0.953188
20.0000	575.000	3.89576	0.208266	-0.903079
20.0000	590.000	4.58324	-0.819639	-0.900582
20.0000	605.000	3.67336	0.724225	-0.986741
20.0000	620.000	3.34552	-0.182821	-0.972705
20.0000	635.000	3.12881	-1.00159	-0.994857
20.0000	650.000	2.63759	-3.29263	-0.819751
20.0000	665.000	2.21141	-3.27830	0.0857036
20.0000	680.000	1.69787	-2.80569	0.0861756
20.0000	695.000	1.29663	-2.14446	0.678017
20.0000	710.000	-0.324703	-0.922788	0.681763
20.0000	725.000	0.784785	-3.34395	0.950522
20.0000	740.000	1.65493	-4.99235	0.970453
20.0000	755.000	2.05679	-4.29976	0.918349
20.0000	770.000	1.90046	-4.63756	0.289094
20.0000	785.000	1.27459	-3.79277	-0.492933
20.0000	800.000	0.694466	-3.16262	0.581300
20.0000	815.000	1.05806	-2.08324	0.637241
20.0000	830.000	0.819754	-1.41408	-0.216756
20.0000	845.000	1.12158	-1.93104	-0.991883
20.0000	860.000	1.24250	-2.56247	-0.802576
20.0000	875.000	1.36471	-2.12158	-0.705598
20.0000	890.000	1.54689	-1.50669	-0.678493
20.0000	905.000	1.76254	-1.11597	-0.534010
20.0000	920.000	1.75001	-0.833153	0.0609467
20.0000	935.000	0.928075	-1.00438	-0.485739
20.0000	950.000	1.04331	-1.12029	-0.605167
20.0000	965.000	1.42810	-0.455936	-0.317510
20.0000	980.000	1.94436	0.173207	-0.588327
35.0000	20.0000	-1.52640	6.14198	-0.465721
35.0000	35.0000	-2.03255	7.26710	0.977637
35.0000	50.0000	0.00401029	3.50142	0.977637
35.0000	65.0000	-0.462366	3.51021	0.947917
35.0000	80.0000	-1.73528	3.56576	0.944982
35.0000	95.0000	-3.41674	4.51306	0.986046
35.0000	110.000	-3.89325	5.12778	0.992635
35.0000	125.000	-2.92250	4.27176	0.983109
35.0000	140.000	-2.17279	2.49113	0.964700
35.0000	155.000	-2.34994	1.52242	0.898088
35.0000	170.000	-0.0428677	2.07395	0.961280
35.0000	185.000	-1.06538	2.15579	0.927599
35.0000	200.000	-2.11272	2.47567	0.927599
35.0000	215.000	-2.39281	2.95206	0.995167
35.0000	230.000	-3.04182	3.40024	0.966244
35.0000	245.000	-2.58085	2.88800	0.714743
35.0000	260.000	-2.31590	2.59670	0.986838
35.0000	275.000	-2.88810	2.07057	0.822574
35.0000	290.000	-2.57815	1.01969	0.643287
35.0000	305.000	-2.44595	0.914929	0.643287
35.0000	320.000	-1.62444	1.00084	0.657863
35.0000	335.000	0.236903	1.59691	0.885166
