x,y,dcx,dcy,dc,adv,vdc
225.0,125.0,0.0007999999999999119,0.0,-0.0007999999999999119,-0.0008081120907501106,-8.112090750198693e-06
250.0,125.0,-0.0004000000000008441,0.0,-0.0007999999999999119,-0.0007959479375823155,4.052062417596432e-06
275.0,125.0,-0.0007999999999999119,-0.0004000000000008441,0.0004000000000008441,0.0004097138532573501,9.713853256505974e-06
300.0,125.0,0.0004000000000008441,-0.00039999999999906777,0.00039999999999906777,0.00039755749680440587,-2.4425031946618566e-06
325.0,125.0,0.00039999999999906777,0.00039999999999906777,-0.00039999999999906777,-0.00040566089492464797,-5.660894925580206e-06
350.0,125.0,-0.00039999999999906777,0.0,-0.0004000000000008441,-0.0003959479405534779,4.0520594473662135e-06
375.0,125.0,0.0,-0.00039999999999906777,0.0,1.6090841084443504e-06,1.6090841084443504e-06
400.0,125.0,0.00039999999999906777,0.0,-0.00039999999999906777,-0.00040405205751340605,-4.052057514338294e-06
425.0,125.0,-0.00039999999999906777,-0.0007999999999999119,-0.0004000000000008441,-0.00039272847286403955,7.27152713680456e-06
450.0,125.0,0.0007999999999999119,-0.00039999999999906777,-0.001200000000000756,-0.001206494374134648,-6.494374133891871e-06
475.0,125.0,0.00039999999999906777,0.0007999999999999119,-0.0007999999999999119,-0.0008072667973195345,-7.26679731962254e-06
500.0,125.0,-0.0007999999999999119,0.00039999999999906777,0.0007999999999999119,0.00080649472752567,6.494727525758132e-06
525.0,125.0,0.0,0.0,0.0,0.0,-0.0
550.0,125.0,0.0004000000000008441,-0.00039999999999906777,-0.001200000000000756,-0.0012024423090406541,-2.442309039898015e-06
575.0,125.0,0.0,-0.00039999999999906777,-0.0007999999999999119,-0.0007983898757482145,1.610124251697353e-06
600.0,125.0,-0.0007999999999999119,0.0,0.0,8.105362134734312e-06,8.105362134734312e-06
625.0,125.0,0.0007999999999999119,0.001200000000000756,-0.0004000000000008441,-0.0004129309806537636,-1.2930980652919451e-05
650.0,125.0,0.0011999999999989797,0.0019999999999988916,-0.0015999999999998238,-0.0016202115044050987,-2.0211504405274896e-05
675.0,125.0,-0.0007999999999999119,0.0011999999999989797,-0.0011999999999989797,-0.0011967344143075298,3.2655856914498545e-06
700.0,125.0,-0.0007999999999999119,0.00039999999999906777,0.0007999999999999119,0.0008064968509038273,6.496850903915364e-06
725.0,125.0,0.0,0.00039999999999906777,0.0004000000000008441,0.000398388990213896,-1.611009786948086e-06
750.0,125.0,0.0004000000000008441,0.0007999999999999119,-0.0004000000000008441,-0.00040726958349641447,-7.269583495570315e-06
775.0,125.0,0.00039999999999906777,0.0007999999999999119,-0.00039999999999906777,-0.00040727235044646994,-7.272350447402191e-06
800.0,125.0,-0.0007999999999999119,0.0,-0.00039999999999906777,-0.0003918964709851996,8.103529013868188e-06
825.0,125.0,-0.0007999999999999119,-0.0004000000000008441,0.0004000000000008441,0.0004097138237582688,9.713823757424715e-06
850.0,125.0,0.0004000000000008441,0.0,0.0007999999999999119,0.0007959470614934449,-4.05293850646701e-06
875.0,125.0,0.0,0.0,0.00039999999999906777,0.00039999999999906777,-0.0
900.0,125.0,-0.0004000000000008441,-0.0004000000000008441,0.0007999999999999119,0.0008056617882813001,5.661788281388259e-06
925.0,125.0,0.0,-0.0007999999999999119,0.0007999999999999119,0.0008032195169028678,3.2195169029559804e-06
950.0,125.0,0.0004000000000008441,0.0,-0.0004000000000008441,-0.00040405202854424733,-4.052028543403223e-06
975.0,125.0,0.0,0.0004000000000008441,0.00039999999999906777,0.0003983896287307359,-1.6103712683318938e-06
1000.0,125.0,0.00039999999999906777,0.00039999999999906777,0.0,-5.663139817304454e-06,-5.663139817304454e-06
1025.0,125.0,0.0,0.00039999999999906777,-0.0007999999999999119,-0.0008016097620326947,-1.6097620327827708e-06
1050.0,125.0,-0.0007999999999999119,0.0,0.0,8.104050193570367e-06,8.104050193570367e-06
1075.0,125.0,0.0,0.0,0.0004000000000008441,0.0004000000000008441,-0.0
1100.0,125.0,0.0004000000000008441,0.0,0.0,-4.054920212854817e-06,-4.054920212854817e-06
1125.0,125.0,0.00039999999999906777,0.0,-0.0007999999999999119,-0.0008040520234413533,-4.052023441441415e-06
1150.0,125.0,0.0,0.0,-0.0007999999999999119,-0.0007999999999999119,-0.0
1175.0,125.0,0.0,0.0,-0.0007999999999999119,-0.0007999999999999119,-0.0
1200.0,125.0,-0.00039999999999906777,-0.00039999999999906777,-0.0004000000000008441,-0.00039433821171642796,5.661788284416191e-06
1225.0,125.0,0.0,-0.00039999999999906777,-0.0004000000000008441,-0.00039839023398144114,1.60976601940297e-06
1250.0,125.0,0.0,0.0,-0.0004000000000008441,-0.0004000000000008441,-0.0
25.0,150.0,-0.0004000000000008441,0.0,0.0,4.052064511775168e-06,4.052064511775168e-06
50.0,150.0,0.0,0.0,0.0,0.0,-0.0
75.0,150.0,0.0004000000000008441,0.0,0.0,-4.049982688458547e-06,-4.049982688458547e-06
100.0,150.0,0.0,0.0,0.0,0.0,-0.0
125.0,150.0,-0.0004000000000008441,-0.0004000000000008441,0.0,5.661790070962022e-06,5.661790070962022e-06
150.0,150.0,0.0,-0.0004000000000008441,0.0,1.609726315535355e-06,1.609726315535355e-06
175.0,150.0,0.0,0.0,0.0,0.0,-0.0
200.0,150.0,0.0,-0.0004000000000008441,0.0004000000000008441,0.00040160972734033215,1.6097273394880286e-06
225.0,150.0,0.0,-0.001200000000000756,0.0004000000000008441,0.00040482918388197084,4.8291838811267396e-06
250.0,150.0,0.0,-0.0007999999999999119,0.0004000000000008441,0.00040321945729903996,3.2194572981958308e-06
275.0,150.0,0.0004000000000008441,0.0004000000000008441,0.00039999999999906777,0.0003943364126670545,-5.6635873320132456e-06
300.0,150.0,0.0,0.0,0.0,0.0,-0.0
