x,y,dcx,dcy,dc,adv,vdc
25.0,25.0,0.0004000000000008441,0.0004000000000008441,-0.0004000000000008441,-0.00041518058203136784,-1.5180582030523672e-05
50.0,25.0,0.0,0.0004000000000008441,-0.0004000000000008441,-0.00040946141254248397,-9.46141254163985e-06
75.0,25.0,-0.0004000000000008441,0.0,0.0,5.798294556909166e-06,5.798294556909166e-06
100.0,25.0,0.0,0.0,0.0,0.0,-0.0
125.0,25.0,0.0,0.0,0.0,0.0,-0.0
150.0,25.0,0.0004000000000008441,0.0004000000000008441,-0.0004000000000008441,-0.0004155864151345607,-1.5586415133716597e-05
175.0,25.0,0.0,0.0004000000000008441,-0.0004000000000008441,-0.0004094614113347268,-9.461411333882716e-06
200.0,25.0,-0.0004000000000008441,-0.0004000000000008441,0.0,1.5952004281777097e-05,1.5952004281777097e-05
225.0,25.0,0.0007999999999999119,0.00039999999999906777,-0.0007999999999999119,-0.0008229011557312761,-2.2901155731364195e-05
250.0,25.0,0.0004000000000008441,0.001200000000000756,0.0,-3.537208039588876e-05,-3.537208039588876e-05
275.0,25.0,-0.0007999999999999119,0.0004000000000008441,0.0011999999999989797,0.001205092559500096,5.092559501116334e-06
300.0,25.0,0.0,0.0004000000000008441,0.0,-9.460765402548675e-06,-9.460765402548675e-06
325.0,25.0,0.0,-0.00039999999999906777,-0.0004000000000008441,-0.0003905385915627224,9.461408438121686e-06
350.0,25.0,0.0,-0.0007999999999999119,-0.0004000000000008441,-0.0003810771844005935,1.892281560025063e-05
375.0,25.0,0.00039999999999906777,0.00039999999999906777,-0.0007999999999999119,-0.0008182116742353406,-1.8211674235428772e-05
400.0,25.0,-0.00039999999999906777,0.0004000000000008441,-0.0004000000000008441,-0.0004002769948015405,-2.7699480069637357e-07
425.0,25.0,-0.0004000000000008441,0.0,0.0004000000000008441,0.0004096385639000786,9.638563899234434e-06
450.0,25.0,0.0007999999999999119,0.00039999999999906777,-0.00039999999999906777,-0.00042967867062133425,-2.9678670622266475e-05
475.0,25.0,0.0,-0.0004000000000008441,-0.00039999999999906777,-0.0003905319452645897,9.468054734478087e-06
500.0,25.0,0.0,-0.0007999999999999119,-0.00039999999999906777,-0.00038106389217936837,1.8936107819699403e-05
525.0,25.0,0.0004000000000008441,0.0004000000000008441,-0.0007999999999999119,-0.0008210888204213352,-2.1088820421423383e-05
550.0,25.0,0.0,0.0,0.00039999999999906777,0.00039999999999906777,-0.0
575.0,25.0,-0.0004000000000008441,-0.001200000000000756,0.0007999999999999119,0.0008410311082938744,4.103110829396251e-05
600.0,25.0,-0.0007999999999999119,-0.0007999999999999119,0.001200000000000756,0.0012452968026820648,4.529680268130885e-05
625.0,25.0,0.0,-0.0015999999999998238,0.001200000000000756,0.0012378455951074022,3.7845595106646166e-05
