Unnamed: 0,frame, ,x,y,XM,YM,Major,Minor,Angle,frame.1,particle
0,1,1,252.358,109.87100000000001,252.358,109.87100000000001,34.13,28.427,89.22399999999998,1,0
1,1,15,495.912,196.31900000000002,495.912,196.31900000000002,37.12,30.768,81.715,1,1
2,1,14,528.006,195.843,528.006,195.843,44.248999999999995,35.479,89.245,1,2
3,1,13,594.5269999999998,191.041,594.5269999999998,191.041,40.808,28.081,103.678,1,3
4,1,12,562.913,194.058,562.913,194.058,50.012,39.053000000000004,91.83,1,4
5,1,10,615.976,176.44,615.976,176.44,38.589,25.636999999999997,105.445,1,5
6,1,9,433.67,178.74400000000003,433.67,178.74400000000003,48.588,37.656,76.82600000000002,1,6
7,1,11,467.027,181.266,467.027,181.266,43.903,34.105,86.208,1,7
8,1,7,403.777,159.31,403.777,159.31,48.887,36.41,80.461,1,8
9,1,6,369.00199999999995,161.226,369.00199999999995,161.226,49.089,36.883,75.53699999999998,1,9
10,1,5,679.681,159.63,679.681,159.63,50.711999999999996,41.95399999999999,95.208,1,10
11,1,4,339.79699999999997,141.007,339.79699999999997,141.007,48.761,37.471,72.917,1,11
12,1,3,306.666,131.79,306.666,131.79,43.401,35.468,77.991,1,12
13,1,2,280.069,112.867,280.069,112.867,37.911,30.932,75.74600000000002,1,13
14,1,8,644.811,170.815,644.811,170.815,49.474,35.541,98.116,1,14
15,2,25,466.684,180.665,466.684,180.665,44.912,35.296,83.50200000000002,2,7
16,2,30,494.735,198.468,494.735,198.468,37.184,31.261999999999997,80.168,2,1
17,2,29,527.004,197.101,527.004,197.101,44.626999999999995,35.721,89.19200000000002,2,2
18,2,28,592.92,190.31799999999998,592.92,190.31799999999998,40.95,28.480999999999998,100.964,2,3
19,2,27,561.491,192.56799999999998,561.491,192.56799999999998,49.808,38.166,93.47399999999999,2,4
20,2,26,615.976,177.99400000000003,615.976,177.99400000000003,39.117,25.974,104.678,2,5
21,2,24,433.275,176.572,433.275,176.572,48.736999999999995,36.731,78.942,2,6
22,2,19,339.185,143.123,339.185,143.123,49.343999999999994,38.782,73.07600000000002,2,11
23,2,22,367.977,163.545,367.977,163.545,48.32100000000001,34.94,77.005,2,9
24,2,21,678.7819999999998,160.219,678.7819999999998,160.219,49.902,41.92100000000001,96.625,2,10
25,2,20,402.51300000000003,158.156,402.51300000000003,158.156,48.168,38.038000000000004,81.99,2,8
26,2,18,305.297,133.528,305.297,133.528,44.273999999999994,36.408,75.17399999999998,2,12
27,2,17,280.445,112.804,280.445,112.804,37.994,29.725,72.62899999999998,2,13
28,2,16,253.66400000000002,110.20200000000001,253.66400000000002,110.20200000000001,34.113,27.91800000000001,91.069,2,0
29,2,23,644.207,170.415,644.207,170.415,49.593,34.839,99.90100000000001,2,14
30,3,40,467.586,178.575,467.586,178.575,45.75,36.875,77.342,3,7
31,3,45,494.819,198.669,494.819,198.669,37.916,31.465,80.097,3,1
32,3,44,527.127,197.22,527.127,197.22,45.231,36.567,91.359,3,2
33,3,43,592.89,187.93200000000002,592.89,187.93200000000002,40.716,28.926,100.286,3,3
34,3,42,561.601,190.678,561.601,190.678,49.427,37.429,95.479,3,4
35,3,41,616.409,175.993,616.409,175.993,39.2,25.756999999999998,99.762,3,5
36,3,39,433.841,174.07299999999995,433.841,174.07299999999995,48.878,35.97400000000001,82.329,3,6
37,3,34,339.208,144.345,339.208,144.345,48.867,38.561,70.804,3,11
38,3,37,367.12300000000016,167.247,367.12300000000016,167.247,45.975,36.306999999999995,76.105,3,9
39,3,36,679.447,161.39600000000004,679.447,161.39600000000004,49.542,41.89100000000001,95.835,3,10
40,3,35,401.647,160.362,401.647,160.362,48.599,36.94,88.70200000000001,3,8
41,3,33,304.871,135.291,304.871,135.291,44.81800000000001,36.875,75.152,3,12
42,3,32,279.54200000000003,115.516,279.54200000000003,115.516,37.912,29.353,71.939,3,13
43,3,31,253.71900000000002,111.165,253.71900000000002,111.165,34.485,26.584,87.929,3,0
44,3,38,644.753,170.842,644.753,170.842,50.01600000000001,34.468,96.41799999999999,3,14
45,4,60,494.816,197.94400000000002,494.816,197.94400000000002,39.851,33.068000000000005,78.833,4,1
46,4,59,527.502,198.345,527.502,198.345,46.597,35.741,91.288,4,2
47,4,58,592.803,187.61900000000003,592.803,187.61900000000003,39.934,28.631,102.335,4,3
48,4,57,561.679,191.13099999999997,561.679,191.13099999999997,49.331,37.683,94.06200000000001,4,4
49,4,56,615.931,173.85299999999995,615.931,173.85299999999995,38.042,26.741999999999997,98.542,4,5
50,4,55,467.423,177.554,467.423,177.554,45.523999999999994,36.44300000000001,78.857,4,7
51,4,54,433.735,173.7,433.735,173.7,48.611000000000004,36.251,81.344,4,6
52,4,53,644.444,172.79,644.444,172.79,50.294,34.075,94.14399999999999,4,14
53,4,51,679.132,161.986,679.132,161.986,48.942,42.535,96.462,4,10
54,4,50,401.43199999999996,160.21,401.43199999999996,160.21,47.89100000000001,37.008,86.87200000000001,4,8
55,4,49,339.9530000000001,144.157,339.9530000000001,144.157,47.869,37.69,69.774,4,11
56,4,48,305.959,137.049,305.959,137.049,43.746,36.178000000000004,80.779,4,12
57,4,47,279.843,118.49799999999999,279.843,118.49799999999999,37.001999999999995,28.801,77.205,4,13
58,4,46,254.11599999999999,113.432,254.11599999999999,113.432,34.226,27.491999999999997,85.898,4,0
59,4,52,367.147,167.00400000000005,367.147,167.00400000000005,47.33,36.317,81.126,4,9
60,5,69,643.099,174.93,643.099,174.93,49.809,34.765,95.176,5,14
61,5,75,527.033,200.045,527.033,200.045,47.418,36.894,92.12,5,2
62,5,74,494.185,197.138,494.185,197.138,40.03,32.698,76.589,5,1
63,5,73,592.806,190.028,592.806,190.028,40.054,28.895,101.117,5,3
64,5,72,561.5219999999998,193.201,561.5219999999998,193.201,49.472,37.575,94.713,5,4
65,5,70,467.72,175.44299999999996,467.72,175.44299999999996,46.475,37.177,77.01899999999998,5,7
66,5,68,433.63199999999995,170.923,433.63199999999995,170.923,49.24100000000001,36.304,83.56700000000002,5,6
67,5,71,615.146,175.627,615.146,175.627,38.336999999999996,24.776,96.564,5,5
68,5,66,677.188,161.638,677.188,161.638,49.195,42.601000000000006,100.03299999999999,5,10
69,5,65,401.87300000000016,157.905,401.87300000000016,157.905,48.785,35.051,87.181,5,8
70,5,67,367.789,164.282,367.789,164.282,48.872,37.438,78.34899999999998,5,9
71,5,64,338.814,145.04399999999995,338.814,145.04399999999995,46.733999999999995,35.281,74.061,5,11
72,5,63,305.611,137.78,305.611,137.78,42.56100000000001,36.586999999999996,83.194,5,12
73,5,62,278.972,118.52,278.972,118.52,36.882,29.344,79.157,5,13
74,5,61,252.87900000000002,114.304,252.87900000000002,114.304,34.311,27.609,86.022,5,0
75,6,90,495.171,197.18,495.171,197.18,40.339,32.605,77.317,6,1
76,6,89,528.07,199.125,528.07,199.125,49.678999999999995,37.137,90.40700000000001,6,2
77,6,88,593.762,190.729,593.762,190.729,39.533,29.018,100.74799999999999,6,3
78,6,87,562.677,193.47400000000002,562.677,193.47400000000002,49.192,37.012,93.78299999999999,6,4
79,6,86,616.25,176.095,616.25,176.095,37.527,24.7,95.258,6,5
80,6,85,467.801,176.28799999999995,467.801,176.28799999999995,48.108999999999995,37.687,77.926,6,7
81,6,84,643.604,176.55599999999995,643.604,176.55599999999995,49.888999999999996,34.122,94.52,6,14
82,6,83,433.51800000000003,170.628,433.51800000000003,170.628,48.963,36.692,80.964,6,6
83,6,82,367.985,162.45600000000005,367.985,162.45600000000005,50.048,37.244,84.561,6,9
84,6,81,676.9889999999998,161.487,676.9889999999998,161.487,49.662,42.763999999999996,98.39,6,10
85,6,80,402.036,156.094,402.036,156.094,48.081,35.53800000000001,85.15,6,8
86,6,79,336.876,147.27100000000004,336.876,147.27100000000004,47.466,35.19300000000001,79.175,6,11
87,6,78,303.845,140.004,303.845,140.004,43.24,36.306999999999995,77.589,6,12
88,6,77,277.447,120.536,277.447,120.536,37.333,30.285,74.93,6,13
89,6,76,250.86,114.507,250.86,114.507,33.994,28.053,82.777,6,0
90,7,104,593.404,192.783,593.404,192.783,38.064,30.072,99.464,7,3
91,7,103,528.229,197.12900000000002,528.229,197.12900000000002,50.01300000000001,37.016,88.588,7,2
92,7,102,562.4490000000002,194.02900000000002,562.4490000000002,194.02900000000002,48.86600000000001,36.086999999999996,90.73200000000001,7,4
93,7,101,616.355,177.645,616.355,177.645,35.85800000000001,24.784000000000002,95.009,7,5
94,7,100,643.16,177.40400000000002,643.16,177.40400000000002,50.051,33.249,94.064,7,14
95,7,99,467.76199999999994,175.53400000000005,467.76199999999994,175.53400000000005,47.583999999999996,38.959,78.476,7,7
96,7,98,433.032,171.294,433.032,171.294,49.215,35.935,79.788,7,6
97,7,105,495.69,195.639,495.69,195.639,41.128,31.639,78.277,7,1
98,7,96,367.74,161.21,367.74,161.21,49.481,37.389,83.054,7,9
99,7,95,402.222,155.011,402.222,155.011,48.276,36.106,83.694,7,8
100,7,94,335.719,146.303,335.719,146.303,48.519,36.503,79.336,7,11
101,7,93,301.841,140.704,301.841,140.704,44.313,36.433,82.896,7,12
102,7,92,275.731,121.206,275.731,121.206,37.354,28.871,75.30199999999998,7,13
103,7,91,249.862,114.947,249.862,114.947,34.617,27.95300000000001,85.52799999999998,7,0
104,7,97,676.442,162.412,676.442,162.412,49.688,43.177,95.432,7,10
105,8,119,496.57599999999996,193.06099999999998,496.57599999999996,193.06099999999998,41.349,31.930999999999997,79.29,8,1
106,8,118,563.6990000000002,193.928,563.6990000000002,193.928,47.909,36.808,89.741,8,4
107,8,117,529.2819999999998,195.108,529.2819999999998,195.108,49.65,36.928000000000004,89.68799999999996,8,2
108,8,116,617.514,178.358,617.514,178.358,36.14,24.625999999999998,92.845,8,5
109,8,115,644.214,179.101,644.214,179.101,49.523,33.294000000000004,94.35600000000001,8,14
110,8,114,467.593,174.14700000000005,467.593,174.14700000000005,48.151,38.791,81.361,8,7
111,8,113,432.283,172.345,432.283,172.345,48.92,36.646,80.32600000000002,8,6
112,8,120,594.795,194.196,594.795,194.196,36.675,28.746,98.009,8,3
113,8,111,367.267,161.251,367.267,161.251,50.0,36.516999999999996,83.684,8,9
114,8,110,401.31800000000004,156.70600000000005,401.31800000000004,156.70600000000005,48.492,35.709,81.993,8,8
115,8,109,335.494,147.415,335.494,147.415,47.25100000000001,35.946999999999996,82.49,8,11
116,8,108,301.5370000000001,142.66,301.5370000000001,142.66,43.78100000000001,36.556,85.736,8,12
117,8,107,274.634,123.586,274.634,123.586,37.622,28.868000000000002,76.033,8,13
118,8,106,249.16299999999998,117.389,249.16299999999998,117.389,33.872,27.14,87.073,8,0
119,8,112,676.9939999999998,162.612,676.9939999999998,162.612,48.607,42.933,96.77799999999999,8,10
120,9,135,594.965,196.66099999999997,594.965,196.66099999999997,35.74,28.963,97.19200000000001,9,3
121,9,134,563.995,194.94400000000002,563.995,194.94400000000002,46.13,35.716,87.955,9,4
122,9,133,497.316,192.015,497.316,192.015,42.35,32.289,80.544,9,1
123,9,132,530.072,194.38299999999998,530.072,194.38299999999998,50.005,37.099000000000004,88.414,9,2
124,9,131,618.126,180.592,618.126,180.592,37.421,25.485,92.87200000000001,9,5
125,9,130,645.258,181.775,645.258,181.775,47.667,33.843,96.698,9,14
126,9,129,467.645,173.803,467.645,173.803,47.917,38.875,80.988,9,7
127,9,128,432.45099999999996,172.797,432.45099999999996,172.797,49.357,36.37300000000001,82.072,9,6
128,9,126,366.68699999999995,163.317,366.68699999999995,163.317,50.47,37.463,85.314,9,9
129,9,125,400.965,158.179,400.965,158.179,49.045,35.461999999999996,85.56299999999997,9,8
130,9,124,334.478,149.569,334.478,149.569,47.635,35.897,83.77,9,11
131,9,123,301.014,144.74200000000005,301.014,144.74200000000005,43.315,35.714,86.285,9,12
132,9,122,274.965,124.77799999999999,274.965,124.77799999999999,37.105,29.81900000000001,72.329,9,13
133,9,121,250.84599999999998,115.837,250.84599999999998,115.837,33.352,25.158,83.215,9,0
134,9,127,676.3539999999998,163.467,676.3539999999998,163.467,47.207,41.67100000000001,106.374,9,10
135,10,145,645.734,182.99,645.734,182.99,46.58600000000001,32.852,97.182,10,14
136,10,150,595.067,198.301,595.067,198.301,34.678000000000004,29.116,98.30799999999999,10,3
137,10,149,564.05,195.082,564.05,195.082,44.768,35.551,86.46600000000002,10,4
138,10,148,498.051,190.327,498.051,190.327,41.791000000000004,33.086999999999996,78.845,10,1
139,10,147,530.63,192.62900000000002,530.63,192.62900000000002,49.96100000000001,35.934,87.495,10,2
140,10,146,618.369,180.704,618.369,180.704,38.692,27.149,92.881,10,5
141,10,144,469.985,170.047,469.985,170.047,46.558,37.521,79.042,10,7
142,10,139,336.596,152.465,336.596,152.465,45.699,35.802,80.638,10,11
143,10,142,676.107,163.815,676.107,163.815,46.832,41.868,104.554,10,10
144,10,141,368.10900000000004,166.34099999999995,368.10900000000004,166.34099999999995,49.106,36.092,91.751,10,9
145,10,140,401.87699999999995,158.114,401.87699999999995,158.114,48.051,37.229,92.428,10,8
146,10,143,435.36699999999996,169.202,435.36699999999996,169.202,48.684,36.353,83.697,10,6
147,10,138,303.497,146.417,303.497,146.417,42.007,34.978,82.38,10,12
148,10,137,277.131,127.178,277.131,127.178,37.665,30.525,74.351,10,13
149,10,136,252.21200000000002,118.766,252.21200000000002,118.766,33.67,25.866,82.23,10,0
150,11,165,594.453,201.22400000000002,594.453,201.22400000000002,34.353,29.836,99.76100000000001,11,3
151,11,164,563.54,195.706,563.54,195.706,44.588,34.81,86.51799999999999,11,4
152,11,163,530.511,192.63400000000001,530.511,192.63400000000001,50.178000000000004,36.158,87.68299999999998,11,2
153,11,162,497.691,189.25099999999998,497.691,189.25099999999998,42.32,33.696,74.857,11,1
154,11,161,618.368,183.19299999999998,618.368,183.19299999999998,40.055,29.180999999999997,97.07600000000001,11,5
155,11,160,646.5790000000002,180.498,646.5790000000002,180.498,48.23,32.418,99.568,11,14
156,11,159,470.26300000000003,167.888,470.26300000000003,167.888,47.732,37.985,77.702,11,7
157,11,158,369.55,169.36700000000005,369.55,169.36700000000005,46.185,36.363,89.771,11,9
158,11,157,435.43800000000016,166.33700000000005,435.43800000000016,166.33700000000005,49.446999999999996,36.333,87.935,11,6
159,11,156,677.2180000000002,163.342,677.2180000000002,163.342,46.457,41.165,104.75200000000001,11,10
160,11,155,337.649,155.687,337.649,155.687,46.08,36.584,77.983,11,11
161,11,154,401.73,155.972,401.73,155.972,47.979,36.966,97.197,11,8
162,11,153,304.043,149.34,304.043,149.34,42.985,35.574,79.075,11,12
163,11,152,278.693,128.87,278.693,128.87,37.525999999999996,29.688000000000002,71.943,11,13
164,11,151,254.202,120.262,254.202,120.262,33.96,26.019000000000002,79.12100000000002,11,0
165,12,180,594.0880000000002,202.335,594.0880000000002,202.335,35.689,29.611,104.14200000000001,12,3
166,12,179,563.806,197.43900000000002,563.806,197.43900000000002,44.229,33.422,86.65299999999998,12,4
167,12,178,530.489,194.576,530.489,194.576,50.83600000000001,38.12,86.635,12,2
168,12,177,497.134,189.083,497.134,189.083,44.451,33.685,74.367,12,1
169,12,176,617.84,182.62,617.84,182.62,42.847,32.45,99.449,12,5
170,12,175,647.518,179.39,647.518,179.39,48.589,32.598,99.729,12,14
171,12,174,369.15,169.08700000000005,369.15,169.08700000000005,48.135,37.376,91.447,12,9
172,12,173,470.279,166.41299999999995,470.279,166.41299999999995,49.225,38.306999999999995,77.149,12,7
173,12,172,435.575,164.52599999999995,435.575,164.52599999999995,48.902,36.217,88.035,12,6
174,12,171,677.5160000000002,161.535,677.5160000000002,161.535,46.356,40.293,108.375,12,10
175,12,170,336.721,156.52,336.721,156.52,46.937,35.94300000000001,80.773,12,11
176,12,169,401.765,155.83,401.765,155.83,48.86,36.43,95.962,12,8
177,12,168,302.998,151.372,302.998,151.372,42.985,36.226,80.275,12,12
178,12,167,278.219,129.782,278.219,129.782,37.84,29.677,69.44800000000001,12,13
179,12,166,254.38,120.771,254.38,120.771,33.227,25.33,79.67699999999998,12,0
180,13,195,594.057,201.608,594.057,201.608,36.435,28.9,104.46799999999999,13,3
181,13,194,563.476,198.303,563.476,198.303,44.576,34.59,88.244,13,4
182,13,193,529.857,195.257,529.857,195.257,50.428000000000004,37.368,86.531,13,2
183,13,192,496.61800000000005,188.6,496.61800000000005,188.6,45.806000000000004,34.551,73.654,13,1
184,13,191,617.641,182.201,617.641,182.201,43.059,32.704,99.042,13,5
185,13,190,648.1519999999998,180.33599999999998,648.1519999999998,180.33599999999998,48.282,33.966,97.67200000000001,13,14
186,13,189,367.915,169.87,367.915,169.87,47.623999999999995,37.696,89.971,13,9
187,13,188,468.994,166.68200000000004,468.994,166.68200000000004,49.21100000000001,37.801,76.71600000000002,13,7
188,13,187,434.023,164.768,434.023,164.768,48.848,37.065,87.521,13,6
189,13,186,678.0189999999999,161.817,678.0189999999999,161.817,45.003,39.1,107.84299999999999,13,10
190,13,185,336.028,156.79399999999995,336.028,156.79399999999995,47.347,35.067,81.884,13,11
191,13,184,400.281,157.244,400.281,157.244,48.95,35.219,95.04799999999999,13,8
192,13,183,302.481,152.28,302.481,152.28,42.965,36.598,79.892,13,12
193,13,182,278.14,129.89,278.14,129.89,38.657,30.664,67.298,13,13
194,13,181,254.24200000000002,121.383,254.24200000000002,121.383,32.952,24.42,79.763,13,0
195,14,209,563.114,199.31400000000002,563.114,199.31400000000002,44.62,33.7,88.493,14,4
196,14,208,530.018,195.56099999999998,530.018,195.56099999999998,50.81,37.211999999999996,86.64,14,2
197,14,207,496.784,188.997,496.784,188.997,44.833,34.705,77.436,14,1
198,14,206,618.49,182.54,618.49,182.54,44.977,32.952,96.32799999999999,14,5
199,14,205,649.485,181.19799999999998,649.485,181.19799999999998,47.77,34.916,98.117,14,14
200,14,204,468.216,168.653,468.216,168.653,48.744,37.667,76.512,14,7
201,14,203,367.478,169.53599999999997,367.478,169.53599999999997,48.183,36.361,90.84,14,9
202,14,210,593.606,200.804,593.606,200.804,36.952,29.495,106.961,14,3
203,14,201,679.3789999999998,161.929,679.3789999999998,161.929,44.78,39.352,113.74799999999999,14,10
204,14,200,400.171,157.412,400.171,157.412,48.36,37.016999999999996,94.336,14,8
205,14,199,335.087,157.39,335.087,157.39,48.371,36.746,84.916,14,11
206,14,198,301.346,152.218,301.346,152.218,42.964,35.650999999999996,80.436,14,12
207,14,197,277.69599999999997,130.261,277.69599999999997,130.261,38.404,29.143,64.09100000000001,14,13
208,14,196,254.459,118.71,254.459,118.71,33.805,26.401999999999997,77.998,14,0
209,14,202,433.69800000000004,167.053,433.69800000000004,167.053,49.056000000000004,35.74,85.38799999999998,14,6
210,15,225,595.437,200.995,595.437,200.995,38.866,29.647,101.706,15,3
211,15,224,564.623,199.71599999999998,564.623,199.71599999999998,45.03100000000001,34.834,88.794,15,4
212,15,223,530.952,195.71599999999998,530.952,195.71599999999998,50.913000000000004,37.312,86.59299999999998,15,2
213,15,222,497.344,189.825,497.344,189.825,45.062,35.291,74.593,15,1
214,15,221,620.2280000000002,182.56,620.2280000000002,182.56,45.619,33.101,98.26799999999999,15,5
215,15,220,651.505,181.887,651.505,181.887,48.257,34.722,98.42299999999999,15,14
216,15,219,469.602,167.886,469.602,167.886,48.721000000000004,38.311,73.357,15,7
217,15,218,367.80699999999996,167.657,367.80699999999996,167.657,48.733000000000004,35.79400000000001,93.387,15,9
218,15,217,434.84,166.74200000000005,434.84,166.74200000000005,48.998999999999995,35.418,86.007,15,6
219,15,216,681.113,162.58100000000005,681.113,162.58100000000005,44.236000000000004,38.857,112.93,15,10
220,15,215,401.05400000000003,157.711,401.05400000000003,157.711,48.681999999999995,37.635999999999996,91.755,15,8
221,15,214,335.67699999999996,156.75,335.67699999999996,156.75,48.458,35.866,84.302,15,11
222,15,213,302.638,151.188,302.638,151.188,42.876999999999995,34.922,80.32,15,12
223,15,212,277.411,129.972,277.411,129.972,38.413000000000004,30.76,66.8,15,13
224,15,211,252.877,118.34700000000001,252.877,118.34700000000001,34.323,27.191,80.04,15,0
225,16,239,566.317,202.92700000000002,566.317,202.92700000000002,46.107,35.982,87.161,16,4
226,16,238,532.504,196.674,532.504,196.674,50.62300000000001,36.821999999999996,84.04700000000003,16,2
227,16,237,498.565,188.829,498.565,188.829,47.903,36.946,73.273,16,1
228,16,236,621.779,184.657,621.779,184.657,45.513999999999996,34.297,99.60600000000001,16,5
229,16,235,653.341,182.857,653.341,182.857,47.181999999999995,34.542,98.831,16,14
230,16,234,368.26199999999994,169.373,368.26199999999994,169.373,48.949,36.988,90.06299999999996,16,9
231,16,233,682.6489999999999,163.878,682.6489999999999,163.878,43.982,38.3,118.958,16,10
232,16,240,597.631,205.002,597.631,205.002,39.249,30.266,104.93799999999999,16,3
233,16,231,435.44599999999997,166.71,435.44599999999997,166.71,48.746,36.124,88.26700000000002,16,6
234,16,230,401.681,159.01,401.681,159.01,49.226000000000006,36.547,93.77600000000001,16,8
235,16,229,336.249,157.079,336.249,157.079,47.79,35.408,82.04,16,11
236,16,228,303.638,150.091,303.638,150.091,42.583999999999996,34.982,79.461,16,12
237,16,227,276.98900000000003,129.47,276.98900000000003,129.47,39.945,33.341,71.539,16,13
238,16,226,250.206,120.22200000000001,250.206,120.22200000000001,34.03,26.939,83.279,16,0
239,16,232,470.194,166.16299999999995,470.194,166.16299999999995,49.24100000000001,37.855,76.454,16,7
240,17,254,567.837,203.717,567.837,203.717,46.728,36.975,86.79899999999998,17,4
241,17,253,533.423,197.84,533.423,197.84,50.551,36.74800000000001,84.479,17,2
242,17,252,623.818,186.713,623.818,186.713,44.418,32.305,101.691,17,5
243,17,251,499.089,190.388,499.089,190.388,48.416000000000004,37.501,71.345,17,1
244,17,250,654.465,183.642,654.465,183.642,46.803999999999995,34.549,101.56,17,14
245,17,249,470.04,168.332,470.04,168.332,49.228,37.891,75.711,17,7
246,17,248,683.9,165.049,683.9,165.049,43.812,38.187,115.28200000000001,17,10
247,17,255,599.472,204.916,599.472,204.916,40.653,30.191999999999997,102.544,17,3
248,17,246,434.861,166.19,434.861,166.19,48.153999999999996,37.018,87.726,17,6
249,17,245,400.463,158.338,400.463,158.338,48.927,37.239000000000004,94.59200000000001,17,8
250,17,244,335.341,157.047,335.341,157.047,45.699,34.102,81.637,17,11
251,17,243,303.324,149.335,303.324,149.335,40.63800000000001,35.122,80.833,17,12
252,17,242,276.775,128.312,276.775,128.312,38.299,32.613,70.749,17,13
253,17,241,249.435,118.814,249.435,118.814,34.595,28.375999999999998,85.24799999999998,17,0
254,17,247,366.86199999999997,169.317,366.86199999999997,169.317,49.401,37.217,93.042,17,9
255,18,270,599.565,206.218,599.565,206.218,39.941,30.284000000000002,107.345,18,3
256,18,269,568.2090000000002,203.574,568.2090000000002,203.574,47.643,36.239000000000004,86.12799999999999,18,4
257,18,268,534.0980000000002,195.628,534.0980000000002,195.628,50.643,37.611999999999995,85.17,18,2
258,18,267,498.976,188.875,498.976,188.875,49.14,37.7,74.169,18,1
259,18,266,623.1709999999998,184.753,623.1709999999998,184.753,45.582,35.50199999999999,102.505,18,5
260,18,265,654.475,182.377,654.475,182.377,46.57899999999999,32.939,98.305,18,14
261,18,264,684.135,166.02700000000004,684.135,166.02700000000004,42.111000000000004,37.613,111.17,18,10
262,18,263,367.876,169.183,367.876,169.183,49.235,37.549,91.12299999999999,18,9
263,18,261,434.496,163.97,434.496,163.97,48.16,36.114000000000004,87.42200000000004,18,6
264,18,260,336.1380000000001,156.87,336.1380000000001,156.87,46.695,34.384,81.563,18,11
265,18,259,400.721,157.36,400.721,157.36,49.31,36.021,94.874,18,8
266,18,258,303.847,147.99200000000005,303.847,147.99200000000005,41.57,36.234,79.44,18,12
267,18,257,277.447,125.569,277.447,125.569,38.728,33.271,72.26,18,13
268,18,256,249.824,116.46700000000001,249.824,116.46700000000001,34.167,28.21,86.118,18,0
269,18,262,469.36300000000006,167.231,469.36300000000006,167.231,49.961999999999996,38.074,75.84,18,7
270,19,280,653.621,182.28900000000002,653.621,182.28900000000002,47.31800000000001,33.178000000000004,99.337,19,14
271,19,285,599.908,206.40099999999998,599.908,206.40099999999998,40.687,30.91800000000001,107.93299999999999,19,3
272,19,284,568.14,202.979,568.14,202.979,48.835,36.606,85.07,19,4
273,19,283,534.33,193.079,534.33,193.079,50.325,37.52,81.843,19,2
274,19,282,622.814,184.953,622.814,184.953,44.797,34.135,103.48,19,5
275,19,281,498.582,187.269,498.582,187.269,49.827,38.483000000000004,77.547,19,1
276,19,279,366.04,171.273,366.04,171.273,48.744,36.7,90.779,19,9
277,19,274,335.19,157.461,335.19,157.461,47.218999999999994,34.461,79.345,19,11
278,19,277,467.54400000000004,167.648,467.54400000000004,167.648,49.813,38.085,76.194,19,7
279,19,271,251.202,115.027,251.202,115.027,34.21,29.254,89.039,19,0
280,19,272,278.676,124.155,278.676,124.155,37.906,31.675,70.57300000000002,19,13
281,19,273,302.939,148.547,302.939,148.547,42.043,36.463,78.933,19,12
282,19,278,683.678,165.524,683.678,165.524,43.465,38.696999999999996,111.178,19,10
283,19,275,399.23699999999997,159.674,399.23699999999997,159.674,49.533,37.400999999999996,93.99700000000001,19,8
284,19,276,433.005,166.342,433.005,166.342,48.018,35.107,87.242,19,6
285,20,301,599.509,204.68,599.509,204.68,41.727,30.178,103.475,20,3
286,20,300,567.494,202.65,567.494,202.65,49.452,37.51300000000001,87.34899999999998,20,4
287,20,299,532.557,194.37099999999998,532.557,194.37099999999998,49.994,38.278,84.096,20,2
288,20,298,623.3430000000002,185.579,623.3430000000002,185.579,45.135,32.695,103.744,20,5
289,20,297,496.481,187.521,496.481,187.521,49.56,38.768,76.546,20,1
290,20,295,364.655,171.25599999999997,364.655,171.25599999999997,48.903999999999996,37.856,90.331,20,9
291,20,294,683.6289999999998,165.217,683.6289999999998,165.217,42.917,37.232,112.19200000000001,20,10
292,20,296,653.7909999999998,181.342,653.7909999999998,181.342,48.405,33.905,100.819,20,14
293,20,292,430.73800000000006,167.766,430.73800000000006,167.766,48.236999999999995,35.449,85.706,20,6
294,20,291,397.592,159.138,397.592,159.138,48.895,36.274,93.618,20,8
295,20,290,333.5680000000001,157.99200000000005,333.5680000000001,157.99200000000005,46.703,33.86,78.919,20,11
296,20,288,301.89799999999997,146.799,301.89799999999997,146.799,43.504,36.554,71.62,20,12
297,20,287,279.447,121.37799999999999,279.447,121.37799999999999,36.959,32.107,66.26899999999999,20,13
298,20,286,251.347,114.587,251.347,114.587,33.996,28.801,97.021,20,0
299,20,293,465.634,167.53,465.634,167.53,49.532,38.275,74.737,20,7
300,21,310,362.639,172.89,362.639,172.89,47.99,36.958,90.29,21,9
301,21,316,597.991,203.657,597.991,203.657,41.567,29.344,101.056,21,3
302,21,315,565.818,200.81900000000002,565.818,200.81900000000002,49.312,39.169000000000004,88.83,21,4
303,21,314,530.245,194.90200000000002,530.245,194.90200000000002,50.324,37.42,83.57700000000001,21,2
304,21,313,621.118,185.122,621.118,185.122,43.9,31.381,103.169,21,5
305,21,312,494.691,188.21200000000002,494.691,188.21200000000002,50.036,38.195,75.616,21,1
306,21,309,463.56300000000016,169.042,463.56300000000016,169.042,49.793,38.33,76.708,21,7
307,21,311,651.6569999999998,182.394,651.6569999999998,182.394,48.461999999999996,34.891,100.51700000000001,21,14
308,21,307,681.074,164.077,681.074,164.077,44.073,38.019,112.699,21,10
309,21,306,395.38,160.028,395.38,160.028,48.637,36.964,93.65799999999999,21,8
310,21,305,332.577,157.382,332.577,157.382,47.155,34.184,76.91199999999998,21,11
311,21,304,301.8040000000001,144.39,301.8040000000001,144.39,44.553000000000004,36.323,70.094,21,12
312,21,303,279.649,119.01899999999999,279.649,119.01899999999999,38.156,32.468,68.109,21,13
