t,intensity
190,48.44865300167562
191,48.453270353036345
192,48.45423166926677
193,48.451200381348585
194,48.449727711330674
195,48.451752903449474
196,48.44950598023921
197,48.45626119489224
198,48.452719997688796
199,48.454197723464496
200,48.45124082741087
201,48.44959192812157
202,48.450185618535855
203,48.449726989079565
204,48.450036834806724
205,48.449648263708326
206,48.44564049228636
207,48.445547321892874
208,48.44756384699832
209,48.44952692552147
210,48.45024989888484
211,48.453645201363614
212,48.455427717108684
213,48.449535592534815
214,48.4557404518403
215,48.453134569827235
216,48.45312951406945
217,48.44693909978621
218,48.44774368752528
219,48.44636635465419
220,48.444221268850754
221,48.44986710579534
222,48.448780840122495
223,48.448927457098286
224,48.45333391113422
225,48.445460651759404
226,48.44969232102618
227,48.456208470561045
228,48.453713815219274
229,48.45741246316519
230,48.455283266886234
231,48.45178540474952
232,48.45479213612989
233,48.4543154503958
234,48.45475241231871
235,48.45380192985497
236,48.45039507135841
237,48.446687034148034
238,48.453931212804065
239,48.45147483677125
240,48.4560293522852
241,48.458643179060495
242,48.454306061131334
243,48.456441757670305
244,48.453401802738775
245,48.4535029178945
246,48.45641864563471
247,48.45898263708326
248,48.453265297278556
249,48.45454873750506
250,48.450327179753856
251,48.45378242907494
252,48.458008320332816
253,48.45974533425782
254,48.46049503091235
255,48.457507800312015
256,48.46041269428555
257,48.458144825793035
258,48.45577511989369
259,48.457707141619
260,48.456740047379675
261,48.456929277171085
262,48.45257988097302
263,48.453878488472874
264,48.454420899058185
265,48.45337724620096
266,48.45520309701277
267,48.45809715721962
268,48.459382041948345
269,48.46000678916045
270,48.45565883746461
271,48.45566389322239
272,48.45402366094644
273,48.46083810019068
274,48.45443101057376
275,48.454845582712196
276,48.45343791529439
277,48.451692956607154
278,48.45709250592246
279,48.458216328653144
280,48.454020049690875
281,48.45754535736985
282,48.457392962385164
283,48.45600479574738
284,48.45453429248281
285,48.452293147281445
286,48.45305439995378
287,48.45809137921072
288,48.45554111053331
289,48.458210550644246
290,48.46037585947882
291,48.460197463454094
292,48.45530565667071
293,48.459948286820364
294,48.45607340960305
295,48.45687005257988
296,48.458678569365
297,48.45397165886636
298,48.45732073727393
299,48.4557996764315
300,48.45741751892298
301,48.459350262899406
302,48.46014546137401
303,48.45865401282718
304,48.457801756514705
305,48.45689027561102
306,48.458632345293815
307,48.46021913098746
308,48.460385970994395
309,48.46096954989311
310,48.463242474143414
311,48.461318397180335
312,48.45953443693303
313,48.46054197723465
314,48.45992373028255
315,48.46173730282545
316,48.462731842607035
317,48.45578595366037
318,48.45024556537817
319,48.44857210955105
320,48.4543277286647
321,48.45729979199168
322,48.45594195990062
323,48.45382431963945
324,48.456207748309936
325,48.45444256659155
326,48.45310423528052
327,48.45488819552782
328,48.455133760905994
329,48.45662087594615
330,48.45159689720922
331,48.45538365979083
332,48.4563059744612
333,48.451834517825155
334,48.448542497255445
335,48.454625296122956
336,48.454145721384414
337,48.459096752759
338,48.45379615184607
339,48.45579534292483
340,48.45509331484371
341,48.456551539839374
342,48.45625397238112
343,48.45728390246721
344,48.45853339689143
345,48.45513014965043
346,48.45667071127289
347,48.454696076731956
348,48.45470041023863
349,48.45469463222973
350,48.45627563991449
351,48.45825171895765
352,48.4601981857052
353,48.461195614491245
354,48.45723117813601
355,48.4578248685503
356,48.457605304212166
357,48.45507236956145
358,48.45798881955278
359,48.45580112093373
360,48.45279294505114
361,48.45427789333795
362,48.44962154041717
363,48.45097865025712
364,48.44834387819957
365,48.44463367423586
366,48.44943519963021
367,48.44825576356388
368,48.44835543421737
369,48.452397873692725
370,48.455865401282715
371,48.45753596810539
372,48.4547986363899
373,48.45505648003698
374,48.457531634598716
375,48.45267377361761
376,48.45254087941296
377,48.45514892817935
378,48.453199572427344
379,48.455057924539204
380,48.453307187843066
381,48.45557072282892
382,48.45524065407061
383,48.45664687698619
384,48.462278268908534
385,48.4596976656844
386,48.45762986074998
387,48.4621822095106
388,48.460500808921246
389,48.46096810539088
390,48.455553388802215
391,48.45690110937771
392,48.45695455596002
393,48.45646125845034
394,48.457833535563644
395,48.45903319466112
396,48.45907725197897
397,48.46183408447449
398,48.4589790258277
399,48.46142601259606
400,48.45659198590166
401,48.456798549719764
402,48.451672011324895
403,48.45453790373837
404,48.452088750216674
405,48.454126942855495
406,48.45252210088403
407,48.45130149650431
408,48.45310423528052
409,48.450510631536375
410,48.444768735193854
411,48.446317241578555
412,48.44719911018663
413,48.45036040330502
414,48.4469614895707
415,48.45112093372624
416,48.44850710695094
417,48.44931530594557
418,48.44756095799387
419,48.44846593863755
420,48.440612180042756
421,48.4466733113769
422,48.44962948517941
423,48.44675925925926
424,48.450578523140926
425,48.44829693187727
426,48.44923080256544
427,48.44649130409661
428,48.44260053735483
429,48.449009071473974
430,48.44818137169931
431,48.4471622753799
432,48.443982203732595
433,48.44550832033281
434,48.448453660368635
435,48.44148393713526
436,48.44209785058069
437,48.446640087825735
438,48.442315248165485
439,48.43895750274456
440,48.44224663430982
441,48.44309527936673
442,48.4382359738834
443,48.439291182758424
444,48.4449774657653
445,48.44139510024846
446,48.442268301843185
447,48.43913589876929
448,48.43684130698561
449,48.4326248049922
450,48.436345120471486
451,48.43921390188941
452,48.43994554226614
453,48.439404576183044
454,48.43514329462067
455,48.440260443751086
456,48.43786690356503
457,48.43797162997631
458,48.43711937366383
459,48.43662102039637
460,48.434490379615184
461,48.43393496850985
462,48.42438825330791
463,48.43108641012307
464,48.435488530652336
465,48.432821257294734
466,48.43319899462645
467,48.4333138325533
468,48.43585760097071
469,48.435287022592014
470,48.43939735367192
471,48.4377708441671
472,48.43193866643555
473,48.43414225457907
474,48.43295559600162
475,48.43692942162131
476,48.43350739585139
477,48.43748772173109
478,48.43327121973768
479,48.42753293465072
480,48.43179999422199
481,48.42915294389553
482,48.42859392153464
483,48.425273010920435
484,48.428315132605306
485,48.42829779857861
486,48.42347099439533
487,48.42236522794245
488,48.422719853238576
489,48.42784855838678
490,48.42501950078003
491,48.428121569307216
492,48.42534018027388
493,48.43083289998267
494,48.43160065291501
495,48.432820535043625
496,48.428242185242965
497,48.430637169931245
498,48.42912333159993
499,48.43086684578494
500,48.42145880279656
501,48.42553879932975
502,48.42689085341191
503,48.421271017507365
504,48.42479632518634
505,48.43069856127578
506,48.42701435835211
507,48.42979502513434
508,48.423208094990464
509,48.42264329462068
510,48.4240812965852
511,48.42117062460276
512,48.42512206043797
513,48.4287802623216
514,48.42304919974577
515,48.42334893395736
516,48.419176489281796
517,48.422788467094236
518,48.42189287571503
519,48.41502210088404
520,48.415693794418445
521,48.41875108337667
522,48.41611125556133
523,48.41825056335587
524,48.412291991679666
525,48.4118167504478
526,48.40857023169816
527,48.40915669960132
528,48.40743124169411
529,48.40632691974346
530,48.41048491939677
531,48.407496244294215
532,48.40611963367424
533,48.40766525105449
534,48.40441295429595
535,48.40436817472699
536,48.3994994799792
537,48.401133211995145
538,48.40137877737332
539,48.39715649737101
540,48.39855549777547
541,48.39692537701508
542,48.399406309585714
543,48.39771985323858
544,48.39187034148033
545,48.40117943606633
546,48.399743600855146
547,48.39389625585024
548,48.39785346969434
549,48.399481423701395
550,48.39182050615358
551,48.38897628127347
552,48.39386736580575
553,48.39541081643266
554,48.39334301149824
555,48.39145360258855
556,48.392985497197664
557,48.394918963425205
558,48.39489946264517
559,48.39579072051771
560,48.39725327902005
561,48.39283382446409
562,48.39703732593748
563,48.39257742531923
564,48.39849338417981
565,48.39193895533599
566,48.39331195470041
567,48.395351591841454
568,48.38887516611776
569,48.38528413358757
570,48.383492950829144
571,48.38259808170105
572,48.39032400184896
573,48.3893901311608
574,48.38502990119605
575,48.38294042872826
576,48.38687741954123
577,48.38687958629456
578,48.382659473045585
579,48.38078595366037
580,48.3815002600104
581,48.37692841046975
582,48.36829317617149
583,48.372593459293924
584,48.37298564164789
585,48.37432758421448
586,48.3685705205986
587,48.36629470734385
588,48.37246056508927
589,48.36773993181949
590,48.37067010458196
591,48.373245652048304
592,48.37004391286762
593,48.37412679840527
594,48.37151369388109
595,48.368795140694516
596,48.36968712081816
597,48.36612931183914
598,48.36677067082683
599,48.36419729011383
600,48.363942335471194
601,48.365031490148496
602,48.36034263592766
603,48.36314424799214
604,48.35766958456116
605,48.36248049921997
606,48.35701883630901
607,48.35457257179176
608,48.35577439764257
609,48.3556819495002
610,48.35367192465476
611,48.3555642225689
612,48.35150083781129
613,48.352530767897385
614,48.356781937944184
615,48.34913835442307
616,48.3532970763275
617,48.355434217368696
618,48.35683610677761
619,48.35005416883342
620,48.344005315768186
621,48.33590815854856
622,48.33751950078003
623,48.33456404922864
624,48.34081657710753
625,48.336374010515975
626,48.33603671924655
627,48.33385985439418
628,48.33773906511816
629,48.337734731611484
630,48.33857976541284
631,48.3372349338418
632,48.33467022014214
633,48.33189533136881
634,48.336214393020164
635,48.33834142254579
636,48.3306407811868
637,48.328091957011615
638,48.33057866759115
639,48.33234168255619
640,48.33177543768417
641,48.33728476916855
642,48.33384685387416
643,48.335833766684
644,48.32936239671809
645,48.32998281042353
646,48.33108063211417
647,48.31924004737967
648,48.32613393424626
649,48.326866296874094
650,48.32884815392616
651,48.32322109551049
652,48.32042309470157
653,48.32324998555498
654,48.32411740914081
655,48.328178627145085
656,48.324958109435485
657,48.321375021667535
658,48.322811579129834
659,48.32656006240249
660,48.319708066100425
661,48.317679984977175
662,48.313594210435085
663,48.31475342347027
664,48.31485670537933
665,48.316560495753166
666,48.3123822730687
667,48.313751661177555
668,48.31516293985093
669,48.31683639567805
670,48.318256341364766
671,48.317178742705266
672,48.31587219044317
673,48.314834315594844
674,48.31546989657364
675,48.31574651874964
676,48.311851418501185
677,48.30637603281909
678,48.302167475587915
679,48.302072860692206
680,48.3029792858381
681,48.30054096608309
682,48.300977928006006
683,48.292017680707225
684,48.295756774715436
685,48.29277387762177
686,48.29874689432022
687,48.302076471947764
688,48.308175160339744
689,48.309089530247874
690,48.311534350262896
691,48.31208326110822
692,48.31006890275611
693,48.31061059109031
694,48.30508248107702
695,48.30971644421332
696,48.30533237996187
697,48.310124516091754
698,48.31046686311897
699,48.30440717628705
700,48.30209091697001
701,48.3016250650026
702,48.30605607557636
703,48.30586179002716
704,48.30923759172589
705,48.30529626740625
706,48.30287672618016
707,48.29940125382793
708,48.2987692841047
709,48.300202230311434
710,48.300453573698505
711,48.290911192003236
712,48.292798434159586
713,48.29502368983648
714,48.29575099670654
715,48.295081469925464
716,48.29571849540648
717,48.29743600855145
718,48.295324868550296
719,48.29519197434564
720,48.29297755243543
721,48.29225096781649
722,48.287502166753335
723,48.28962269601895
724,48.289993933090656
725,48.28800990928526
726,48.295431761714916
727,48.294771624198304
728,48.29390564511469
729,48.29087869070318
730,48.289021783093546
731,48.293750361125554
732,48.290264055006645
733,48.282655861790026
734,48.29125787253712
735,48.28815002600104
736,48.29234919396776
737,48.28791962789623
738,48.291886231004796
739,48.29410859767724
740,48.294026983301556
741,48.29255575778587
742,48.291168313399204
743,48.29114303461027
744,48.293582076616396
745,48.29434694054429
746,48.288878055122204
747,48.288511151557174
748,48.291563384757616
749,48.29401253827931
750,48.286734413820994
751,48.28848659501936
752,48.287093372623794
753,48.29074074074074
754,48.29378791818339
755,48.292729820303926
756,48.291781504593516
757,48.288180360547756
758,48.285892269024096
759,48.28410325301901
760,48.28663618766973
761,48.285861212226266
762,48.28771739758479
763,48.28823236262784
764,48.28556581152135
765,48.28868521407523
766,48.286068498295485
767,48.28509490379615
768,48.28511584907841
769,48.28547697463454
770,48.28638773328711
771,48.28183755127983
772,48.279558126769516
773,48.27930100537355
774,48.282645028023346
775,48.280832177731554
776,48.27816996013174
777,48.27527445542266
778,48.27550485352747
779,48.27295169584561
780,48.275115560177966
781,48.27768244063096
782,48.277298925290346
783,48.271850262899406
784,48.27727509100364
785,48.273494106430924
786,48.27386245449818
787,48.27440197607904
788,48.26590974750101
789,48.27119373663835
790,48.26668688969781
791,48.26703429248281
792,48.27128907378518
793,48.26686239671809
794,48.26951161379789
795,48.27169497891027
796,48.268999537759285
797,48.26565695961172
798,48.26687973074478
799,48.26658794129543
800,48.25689822037326
801,48.26416334431155
802,48.26440385393194
803,48.25918053388802
804,48.264200901369385
805,48.25811087999075
806,48.25651037152597
807,48.256115300167565
808,48.255384382041946
809,48.2525083781129
810,48.25239787369273
811,48.2484984399376
812,48.24692393251286
813,48.237956462702954
814,48.233490061824696
815,48.23950641358988
816,48.235841711446234
817,48.232694141098975
818,48.23138542208355
819,48.23642095683827
820,48.231880886346566
821,48.23001458947247
822,48.23159704165944
823,48.23726671289074
824,48.232499855549776
825,48.23253307910094
826,48.23413358756572
827,48.231735713873
828,48.23329216501993
829,48.236061275784365
830,48.23357023169816
831,48.23265730629225
832,48.23182455075981
833,48.22454931530594
834,48.22288524874328
835,48.21797394117987
836,48.21245233142659
837,48.21048925290345
838,48.21192508811463
839,48.21000462240712
840,48.21176330386549
841,48.2075598023921
842,48.2068946091177
843,48.207555468885424
844,48.20458846131623
845,48.206782660195294
846,48.20463540763853
847,48.206740047379675
848,48.20996273184261
849,48.20543349511758
850,48.20961316230427
851,48.20086886808806
852,48.196173513607214
853,48.1938767550702
854,48.19463584098919
855,48.194223435604094
856,48.194925463685216
857,48.197570347258335
858,48.199074796325185
859,48.19335962327382
860,48.19175333680014
861,48.19138859998844
862,48.18957647194777
863,48.19050167562258
864,48.183984081585486
865,48.18570376148379
866,48.18586626798405
867,48.189448633500895
868,48.186706968278735
869,48.18786401456058
870,48.18648957069394
871,48.186122667128906
872,48.185630091870344
873,48.18429176055931
874,48.185501531172356
875,48.18160643092391
876,48.183098601721845
877,48.18455754896863
878,48.192443808863466
879,48.19053345467152
880,48.1883183105102
881,48.18721398855954
882,48.18719665453285
883,48.195754607962094
884,48.193125613913445
885,48.18740827410874
886,48.18829736522794
887,48.1931169469001
888,48.192577425319236
889,48.19054717744265
890,48.19037528167793
891,48.19447839024672
892,48.19831932166176
893,48.19949009071474
894,48.20734962731843
895,48.20678410469752
896,48.20777647772577
897,48.21136895475819
898,48.215360114404575
899,48.21346348298376
900,48.21155312879182
901,48.214597417230024
902,48.2155970127694
903,48.224577483099324
904,48.225491853007455
905,48.22387184376264
906,48.23026665511065
907,48.23167287802623
908,48.23152915005489
909,48.22802695441151
910,48.24220329924308
911,48.24010082625527
912,48.242083405558446
913,48.240977639105566
914,48.242160686427454
915,48.24252470098804
916,48.252213699659094
917,48.2529085052291
918,48.25631103021899
919,48.26186080776564
920,48.261118333622235
921,48.26289579360952
922,48.26175174784769
923,48.26365126827295
924,48.26808516785116
925,48.268647801467615
926,48.26891864563471
927,48.26511888253308
928,48.272527012191595
929,48.27672618015832
930,48.27937611948922
931,48.27671534639163
932,48.28937713064078
933,48.29205812676952
934,48.29033916912232
935,48.296299907551855
936,48.2936355231987
937,48.29166016640666
938,48.29516380655226
939,48.29552709886173
940,48.30708745016467
941,48.30503336800139
942,48.306345698272374
943,48.308069711677355
944,48.304232391517886
945,48.31066548217484
946,48.31007540301612
947,48.31690862078928
948,48.32343488183972
949,48.318625411683136
950,48.31677428208239
951,48.31841090310279
952,48.31914904373953
953,48.31659083029988
954,48.32280507886982
955,48.32342332582192
956,48.32910816432657
957,48.329971254405734
958,48.33574131854163
959,48.336593574854106
960,48.33647512567169
961,48.33662390940082
962,48.339578638701106
963,48.33653507251401
964,48.33513823886289
965,48.33202461431791
966,48.333357167620036
967,48.332361905587334
968,48.33573192927717
969,48.33292742820824
970,48.34198012364939
971,48.34205234876062
972,48.34013043855087
973,48.33328277575548
974,48.3409559715722
975,48.335488530652334
976,48.33448026809961
977,48.3321712312937
978,48.33906439590917
979,48.344614173455824
980,48.34215563066967
981,48.3366520771942
982,48.3426814294794
983,48.34773285375859
984,48.346298463049635
985,48.340703183682905
986,48.34589689143121
987,48.34739700699139
988,48.34600956260473
989,48.34159733055989
990,48.336459958398336
991,48.33251357832091
992,48.33564309239036
993,48.33558097879471
994,48.33715115271278
995,48.32670451262495
996,48.33106329808748
997,48.327562546946325
998,48.32589703588143
999,48.32423874732767
1000,48.32298925290345
1001,48.33023993181949
1002,48.326968134280925
1003,48.33061044664009
1004,48.331045241809676
1005,48.3302695441151
1006,48.33410036401456
1007,48.33388874443867
1008,48.33642962385162
1009,48.33078523140926
1010,48.33429753856821
1011,48.33048116369099
1012,48.328377968452074
1013,48.330915236609464
1014,48.332684029583405
1015,48.33022693129947
1016,48.32929306061131
1017,48.32903160570867
1018,48.33028976714624
1019,48.32832957762755
1020,48.33093618189172
1021,48.33489195123361
1022,48.337246489859595
1023,48.339909429710524
1024,48.344173600277344
1025,48.34049156410701
1026,48.34029511180447
1027,48.34099352863004
1028,48.34310755763564
1029,48.342590425839255
1030,48.343314121453744
1031,48.343512740509624
1032,48.34422126885075
1033,48.34630279655631
1034,48.34084041139423
1035,48.34113653435026
1036,48.33908823019588
1037,48.345334257814756
1038,48.3421397411452
1039,48.34592794822904
1040,48.34201045819611
1041,48.34582899982666
1042,48.34780652337204
1043,48.34066562662507
1044,48.3433877910672
1045,48.34197795689605
1046,48.34513997226556
1047,48.3460492864159
1048,48.34675348125036
1049,48.34927341538106
1050,48.352365372392676
1051,48.346367076905295
1052,48.356653377246204
1053,48.35673788062633
1054,48.36247183220662
1055,48.36182036170336
1056,48.355707228289134
1057,48.36143467960941
1058,48.35907436297452
1059,48.35687294158433
1060,48.36643554631074
1061,48.364651586063445
1062,48.365946582307735
1063,48.3653319466112
1064,48.362866903565035
1065,48.360440862078924
1066,48.35932859536604
1067,48.36460680649448
1068,48.365196885653205
1069,48.36912665395505
1070,48.36477147974808
1071,48.37175853700815
1072,48.367246634309815
1073,48.36930866123534
1074,48.36524816548217
1075,48.36793999537759
1076,48.37195137805512
1077,48.36911437568614
1078,48.3703718148726
1079,48.36847084994511
1080,48.36589024672098
1081,48.365215664182124
1082,48.36226526838851
1083,48.36387444386664
1084,48.37068166059976
1085,48.36649115964639
1086,48.37390940082048
1087,48.37081022129774
1088,48.36144334662276
1089,48.3680230542555
1090,48.368572687351936
1091,48.36507843647079
1092,48.365165828855375
1093,48.366790893857974
1094,48.36691439879817
1095,48.371368521407526
1096,48.36820650603802
1097,48.36652799445311
1098,48.364085341191426
1099,48.36867452475877
1100,48.364850927370426
1101,48.366475992373026
1102,48.368373346044955
1103,48.363954613740106
1104,48.364782313514766
1105,48.36138845553822
1106,48.35989628474028
1107,48.3580075980817
1108,48.36421101288496
1109,48.36406945166696
1110,48.364211735136074
1111,48.363734327150866
1112,48.367485699427974
1113,48.362760010400415
1114,48.36280984572716
1115,48.36507988097301
1116,48.36268561853585
1117,48.363776217715376
1118,48.36708557231178
1119,48.362332437741955
1120,48.36219737678396
1121,48.357065060380194
1122,48.36316663777662
1123,48.36987635060958
1124,48.37180259432599
1125,48.366554717744265
1126,48.35884252036748
1127,48.3614224013405
1128,48.36513332755533
1129,48.36494048650835
1130,48.36603180793898
1131,48.358419281215696
1132,48.36548145259144
1133,48.36309946842318
1134,48.35964855260877
1135,48.3627354538626
1136,48.36598197261224
1137,48.36127000635581
1138,48.362311492459696
1139,48.355951349165075
1140,48.352205754896865
1141,48.35612613393425
1142,48.353217628705146
1143,48.35468163170971
1144,48.35893424625874
1145,48.3551460391749
1146,48.35400054891085
1147,48.35672488010631
1148,48.36073481828162
1149,48.35648364823482
1150,48.357547524123184
1151,48.35664398798174
1152,48.35622436008551
1153,48.35272649794881
1154,48.358139047784135
1155,48.354722077772
1156,48.35839472467788
1157,48.355004477956896
1158,48.347947362338935
1159,48.349572427341535
1160,48.34434044028428
1161,48.35079303172127
1162,48.349517536257004
1163,48.349750101115156
1164,48.34851938521985
1165,48.348156815161495
1166,48.35411972034437
1167,48.35441150979373
1168,48.35143944646675
1169,48.34956303807708
1170,48.34711244005316
1171,48.34345496042064
1172,48.341571329519844
1173,48.35298000808921
1174,48.351262494944244
1175,48.345147917027795
1176,48.34574521869764
1177,48.35352025192119
1178,48.35414066562662
1179,48.35795704050384
1180,48.3596680533888
1181,48.35829794302883
1182,48.35927081527706
1183,48.362115040157164
1184,48.359234702721444
1185,48.363849887328826
1186,48.359638441093196
1187,48.36027185531866
1188,48.36614664586583
1189,48.36083448893511
1190,48.36475486797249
1191,48.36808227884671
1192,48.36269067429364
1193,48.36464075229676
1194,48.36733113768995
1195,48.36450424683654
1196,48.365624458311665
1197,48.37032559080141
1198,48.37964335240076
1199,48.381037297047435
1200,48.38064800369793
1201,48.37309470156584
1202,48.3772375339458
1203,48.38137603281909
1204,48.38092245912059
1205,48.38612844513781
1206,48.3744229213613
1207,48.37339371352632
1208,48.376270439706474
1209,48.3811882475299
1210,48.383371612642286
1211,48.38252080083203
1212,48.39006832495522
1213,48.383990581845495
1214,48.382161119778125
1215,48.39115386837696
1216,48.39386736580575
1217,48.39523242040793
1218,48.390311723580055
1219,48.38819263881666
1220,48.39066923788063
1221,48.398200150228234
1222,48.39963598543942
1223,48.40093820419484
1224,48.39606373143815
1225,48.396242849713985
1226,48.40212775177674
1227,48.3998114924597
1228,48.39869200323569
1229,48.39645591379211
1230,48.388230918125615
1231,48.39715144161322
1232,48.39538120413705
1233,48.396601808516785
1234,48.400765586179006
1235,48.39555671115733
1236,48.4011895475819
1237,48.39756168024499
1238,48.39418732304848
1239,48.398356878719596
1240,48.40328046455191
1241,48.395712717397586
1242,48.40091653666147
1243,48.40885985439417
1244,48.414221124400534
1245,48.41059109031028
1246,48.415371670422374
1247,48.408363667880046
1248,48.41118478072456
1249,48.409296816317095
1250,48.41076515282833
1251,48.41291457213844
1252,48.41889264459467
1253,48.420093748194375
1254,48.4175752585659
1255,48.419879239614026
1256,48.41916998902178
1257,48.41615386837696
1258,48.422602126307275
1259,48.42427847113885
1260,48.419438666435546
1261,48.4245760385971
1262,48.42636722135552
1263,48.426682845091584
1264,48.420463540763855
1265,48.421616975790144
1266,48.43152842780378
1267,48.43020598601722
1268,48.42230166984457
1269,48.42675434795169
1270,48.428284075807476
1271,48.41772909805281
1272,48.42668140058936
1273,48.43029554515514
1274,48.426253105679784
1275,48.43001820072803
1276,48.42542829490957
1277,48.42866181313919
1278,48.42477826890853
1279,48.418689692032125
1280,48.42664384353152
1281,48.428554197723464
1282,48.42814829259837
1283,48.426386722135554
1284,48.43580776564396
1285,48.442221355520886
1286,48.43870471485526
1287,48.4389957820535
1288,48.43247529901196
1289,48.423265875079444
1290,48.4280385104293
1291,48.431399867105796
1292,48.4278261686023
1293,48.428448749061076
1294,48.42924972554458
1295,48.42439764257237
1296,48.42202360316635
1297,48.41981207026059
1298,48.41655327324204
1299,48.41860735540533
1300,48.42380178540475
1301,48.42679407176287
1302,48.4202837002369
1303,48.424492257468074
1304,48.42289463800774
1305,48.41661033107991
1306,48.42503611255562
1307,48.41462630727451
1308,48.41099121742648
1309,48.408740682960655
1310,48.412297047437455
1311,48.418969925463685
1312,48.42011180447218
1313,48.41856257583637
1314,48.41487981741492
1315,48.403658924134746
1316,48.409493268619634
1317,48.40693361067776
1318,48.40775697694574
1319,48.40582278846709
1320,48.40752657884093
1321,48.3985453862599
1322,48.40833044432888
1323,48.41133356445369
1324,48.40632258623678
1325,48.40055541110533
1326,48.403211128445136
1327,48.4079722077772
1328,48.41044230658115
1329,48.41202186976368
1330,48.412447275668804
1331,48.4165626625065
1332,48.41554356618709
1333,48.41441829895418
1334,48.419328884266484
1335,48.41751964523026
1336,48.41685084070029
1337,48.42047581903276
1338,48.42780883457561
1339,48.42581686600797
1340,48.42638816663778
1341,48.429872306003354
1342,48.434508435892994
1343,48.43307043392847
1344,48.43293970647715
1345,48.44207401629399
1346,48.44430938348645
1347,48.44258681458369
1348,48.43906222915583
1349,48.439197290113825
1350,48.44785780320102
1351,48.44738328422026
1352,48.453278297798576
1353,48.45255026867741
1354,48.457254290171605
1355,48.46195542266135
1356,48.46216487548391
1357,48.47180837233489
1358,48.47732998208817
1359,48.478927601548506
1360,48.480495608713234
1361,48.475431906165134
1362,48.48000303345467
