X,Y,CA,CV
26.5,26.5,1.0,1.0
51.5,26.5,1.3165567449086812,0.93638837872615
76.5,26.5,1.0220316339552313,0.7990985723029933
101.5,26.5,0.8003817288233596,0.6405401621389278
126.5,26.5,0.6231525602962108,0.4878564999028293
151.5,26.5,0.4777635767614311,0.359274644677143
176.5,26.5,0.35301677301720147,0.2681060239907163
201.5,26.5,0.2813750129884938,0.21054994152729373
226.5,26.5,0.23268190392913055,0.17394508224869187
251.5,26.5,0.20071958984141192,0.1476035568804407
276.5,26.5,0.18137320279536542,0.12238679577289648
301.5,26.5,0.18209121591704308,0.09282973577230094
326.5,26.5,0.16510669205688755,0.05416034822193085
351.5,26.5,0.135485824658491,0.007004359256175297
376.5,26.5,0.11132581299170477,-0.040696425450486406
401.5,26.5,0.07444111416519411,-0.08546878409550228
426.5,26.5,0.04755132475689834,-0.12225728432187082
451.5,26.5,0.03316983687484887,-0.15310025228467217
476.5,26.5,0.036072973042453584,-0.16728651082569682
501.5,26.5,0.0635512850860073,-0.16433463558702954
526.5,26.5,0.07241372761871805,-0.15227517759804252
551.5,26.5,0.049887943440195995,-0.1324173189669728
576.5,26.5,0.03642206062508752,-0.11026636857759754
601.5,26.5,0.059198449332703365,-0.08819404348451787
626.5,26.5,0.07785187078439076,-0.06772047534127143
26.5,51.5,1.413148312282514,0.9442928229000297
51.5,51.5,1.2057747493429318,0.8913026030781434
76.5,51.5,0.9626023005417668,0.7638800937851427
101.5,51.5,0.7482701812234109,0.6094840496188
126.5,51.5,0.5682833816478666,0.4584031641804459
151.5,51.5,0.41331706737825036,0.3310913290314521
176.5,51.5,0.29144201152080457,0.24135404875637373
201.5,51.5,0.22748827437520475,0.18431792167188613
226.5,51.5,0.19061621799943454,0.14837595740453055
251.5,51.5,0.1666677585032262,0.12414087775770834
276.5,51.5,0.16503695271609897,0.10217514091369456
301.5,51.5,0.18169433482320146,0.07488188839124926
326.5,51.5,0.17456976642858546,0.036331160402288946
351.5,51.5,0.14925226199568428,-0.010256410098700845
376.5,51.5,0.1272250975637178,-0.05463611747171221
401.5,51.5,0.09876224526575926,-0.09242578262003197
426.5,51.5,0.08168183532442251,-0.11830019856984389
451.5,51.5,0.07178980669613386,-0.1374029852192018
476.5,51.5,0.07913692313679152,-0.14156327270240382
501.5,51.5,0.11045335474165202,-0.1328444326225191
526.5,51.5,0.11000515958953948,-0.12197923133220218
551.5,51.5,0.08603663892327235,-0.10918828647946878
576.5,51.5,0.07499096971172434,-0.09832843185046182
601.5,51.5,0.11058983780204684,-0.0886870277531548
626.5,51.5,0.09275824324502878,-0.07781423684855046
26.5,76.5,1.1554314287191574,0.8297511681621798
51.5,76.5,0.9895454736488426,0.7880817754217805
76.5,76.5,0.8196958668629092,0.6817154945831264
101.5,76.5,0.6565349989863691,0.5444453279244822
126.5,76.5,0.4922906911998162,0.4060230996146807
151.5,76.5,0.3602753788348061,0.28888751530769685
176.5,76.5,0.24593174981241595,0.20645825297594259
201.5,76.5,0.182714765204516,0.15413157379626055
226.5,76.5,0.1548010273716925,0.12213753771709303
251.5,76.5,0.14745856640661956,0.10225072190262302
276.5,76.5,0.15994348263760416,0.08503614926379427
301.5,76.5,0.18745283191945633,0.06005383029588762
326.5,76.5,0.18653935811992858,0.022337180604616123
351.5,76.5,0.1555019303033308,-0.023584305443521362
376.5,76.5,0.1287981726419739,-0.06568661053157866
401.5,76.5,0.10296022649233619,-0.0973193816104188
426.5,76.5,0.10389561691917873,-0.11476953126004615
451.5,76.5,0.09768965735520392,-0.12308748563888308
476.5,76.5,0.10854227879490448,-0.11776474534819473
501.5,76.5,0.14228305687391976,-0.10457027837785418
526.5,76.5,0.14098454569171245,-0.09584523139837983
551.5,76.5,0.0964662105585494,-0.09267097156553605
576.5,76.5,0.07979406287294809,-0.09538759537527534
601.5,76.5,0.08464487031650816,-0.10130765450059788
626.5,76.5,0.06599066316066507,-0.10211101389592893
26.5,101.5,0.8889540520270652,0.6951975664214072
51.5,101.5,0.7662500723023398,0.6625773513904051
76.5,101.5,0.6420689467927023,0.5765834176308724
101.5,101.5,0.5226144403464431,0.46026193770668566
126.5,101.5,0.40723613225319377,0.33950225136001333
151.5,101.5,0.29914766773060303,0.23701899621634379
176.5,101.5,0.19841186862689936,0.16602349147766496
201.5,101.5,0.15282704763987473,0.12186218390621724
226.5,101.5,0.1359775895975252,0.09694492746331775
251.5,101.5,0.13812570097017302,0.08327344625071938
276.5,101.5,0.1591137010551883,0.07015931345653165
301.5,101.5,0.1862087609926922,0.04650434406472522
326.5,101.5,0.19124670552412326,0.009654303300358186
351.5,101.5,0.16847268708774985,-0.034879050814201736
376.5,101.5,0.13162972829198596,-0.07414217276618447
401.5,101.5,0.10370440346444498,-0.10078802795900763
426.5,101.5,0.1098062697347002,-0.11273161762534713
451.5,101.5,0.11781247072108117,-0.11427804009117751
476.5,101.5,0.13453785787791953,-0.1028309685978022
501.5,101.5,0.14470007913468944,-0.08740311659899656
526.5,101.5,0.11411053891474555,-0.08279478358107292
551.5,101.5,0.09040815213877197,-0.08963175497787905
576.5,101.5,0.069678288764817,-0.10555351725226027
601.5,101.5,0.05806136060732343,-0.12530636931922126
626.5,101.5,0.03399828008294202,-0.13755368926747727
26.5,126.5,0.6595486232078394,0.5573068923503337
51.5,126.5,0.5618706903563047,0.5333350218509179
76.5,126.5,0.4677057491679149,0.46594196929196113
101.5,126.5,0.3812405397493592,0.37050421178002846
126.5,126.5,0.30262223151490397,0.2697374060261092
151.5,126.5,0.22517992845408324,0.18453160861836643
176.5,126.5,0.14631478722256458,0.12765059438293577
201.5,126.5,0.12832186448796123,0.09468355341942512
226.5,126.5,0.13321460625784295,0.07903546163414424
251.5,126.5,0.1421930169061904,0.0719210930016877
276.5,126.5,0.16694023045541564,0.060631790210750686
301.5,126.5,0.19486018296663007,0.035516887419259825
326.5,126.5,0.1971500653429129,-0.001573193005160713
351.5,126.5,0.18000313740334437,-0.04541065016534739
376.5,126.5,0.12720843909624718,-0.08221006594631845
401.5,126.5,0.09306395258697538,-0.10435263204565795
426.5,126.5,0.10743388595675885,-0.11208128836807048
451.5,126.5,0.11786093912765847,-0.10914153613004862
476.5,126.5,0.1369298334123666,-0.09561787484203822
501.5,126.5,0.1537398530131861,-0.08154270155057416
526.5,126.5,0.0961500888685532,-0.0819580931207115
551.5,126.5,0.07351943066277201,-0.09804933068448082
576.5,126.5,0.046210194912331075,-0.125888615108179
601.5,126.5,0.021212343365779172,-0.15721035102808148
626.5,126.5,-0.00610409923573111,-0.1791159312743691
