n,d,segment
62500.0,16.401299127530322,8
75625.0,18.311975877925942,8
91809.0,20.52769885368139,8
110889.0,22.913733138809544,8
133956.0,26.07775546297368,8
162409.0,29.85063877528553,8
197136.0,33.35020455088589,8
238144.0,36.735340028099664,8
288369.0,40.12187141264729,8
25.0,0.18838747154862678,9
36.0,0.2371058238499425,9
49.0,0.2941493599718918,9
64.0,0.34990065178992114,9
81.0,0.4057876218769645,9
100.0,0.4562908288445547,9
121.0,0.5012757648586879,9
144.0,0.5485920691613291,9
196.0,0.6708025075208236,9
225.0,0.7336092317732227,9
289.0,0.8706739052718984,9
361.0,1.0305653270984867,9
400.0,1.1011169068852884,9
529.0,1.2871808034203016,9
625.0,1.4091777326965351,9
729.0,1.4846689174735286,9
900.0,1.5884411907330747,9
1089.0,1.692839436131049,9
1369.0,1.849181155869729,9
1600.0,2.0610934451176175,9
1936.0,2.2981670698035557,9
2401.0,2.6157942874402518,9
2916.0,3.0464325354563613,9
3481.0,3.6391428962321752,9
4225.0,4.213329201584321,9
5184.0,4.644810567991223,9
6241.0,5.132481443076326,9
7569.0,5.384452106147359,9
9216.0,6.204525132561149,9
11236.0,7.187392268037856,9
13456.0,8.009539402464819,9
16384.0,9.669878289451601,9
19881.0,10.687908648935553,9
24025.0,12.105775069725187,9
28900.0,13.290451206592891,9
35344.0,15.21594445381109,9
42436.0,16.407549378997807,9
51529.0,16.24219750756316,9
62500.0,17.710863375284113,9
75625.0,20.091336177665497,9
91809.0,23.620401702623816,9
110889.0,22.32607102825901,9
133956.0,26.32675679597382,9
162409.0,30.299043765662077,9
197136.0,33.62396149336184,9
238144.0,35.50547794110104,9
288369.0,40.08420111556027,9
25.0,0.21240327216471205,10
36.0,0.266158104791651,10
49.0,0.31957598762934636,10
64.0,0.3795707891430382,10
81.0,0.43424414531480854,10
100.0,0.4812317566010151,10
121.0,0.5229918531637646,10
144.0,0.5653684565119937,10
196.0,0.6805719589992467,10
225.0,0.7534925819465819,10
289.0,0.9116036002103619,10
361.0,1.0311507956195054,10
400.0,1.0890497795932463,10
529.0,1.2703143934951366,10
625.0,1.4194180367181157,10
729.0,1.5986443150236365,10
900.0,1.7686551402510775,10
1089.0,2.02801512742273,10
1369.0,2.3824224171354533,10
1600.0,2.6243167936125373,10
1936.0,2.8890114473640165,10
2401.0,3.408537015622116,10
2916.0,3.919832576056462,10
3481.0,4.1662013312400505,10
4225.0,4.595219393371476,10
5184.0,5.282915927739046,10
6241.0,5.879652495513658,10
7569.0,6.319297599240192,10
9216.0,7.362998008206196,10
11236.0,8.18463438387441,10
13456.0,9.257987987627859,10
16384.0,11.10597994356182,10
19881.0,12.563965587241364,10
24025.0,13.76970995813706,10
28900.0,14.833103191100642,10
35344.0,16.075073259462133,10
42436.0,18.671702584259307,10
51529.0,21.37433847197221,10
62500.0,22.83663061784351,10
75625.0,25.174477726597623,10
91809.0,27.91752221981286,10
110889.0,27.438526365528286,10
133956.0,31.50547304409037,10
162409.0,36.99639823392192,10
197136.0,37.71544689606744,10
238144.0,43.8307262034715,10
288369.0,41.68212660257529,10
25.0,0.23089150101314757,11
36.0,0.29305469300876835,11
49.0,0.3672169565144478,11
64.0,0.44898487983164387,11
81.0,0.5321202500741458,11
100.0,0.6073290869107003,11
121.0,0.6745070421473961,11
144.0,0.7432748453956974,11
196.0,0.8744827884261119,11
225.0,0.9301911524994738,11
289.0,1.0456843654419121,11
361.0,1.1811187843934172,11
400.0,1.2574774076942368,11
529.0,1.475309225505248,11
625.0,1.6079955023555543,11
729.0,1.7710752574535864,11
900.0,2.0528967479248106,11
1089.0,2.344996498514882,11
1369.0,2.641824595487064,11
1600.0,2.9248507316201513,11
1936.0,3.384528027926643,11
2401.0,3.84239422726451,11
2916.0,4.119651622554187,11
3481.0,4.376030503041506,11
4225.0,4.9511570190774465,11
5184.0,5.588148608325335,11
6241.0,6.573748752536607,11
7569.0,7.498967208892092,11
9216.0,9.019418826362273,11
11236.0,11.162054226716895,11
13456.0,12.976707295534144,11
16384.0,14.625981837695075,11
19881.0,15.596481865169519,11
24025.0,17.640562141348603,11
28900.0,19.242546304632917,11
35344.0,22.345058530116017,11
42436.0,24.970047318926753,11
51529.0,27.016593465772456,11
62500.0,28.243791643098696,11
75625.0,29.93892447726929,11
91809.0,34.13691959745942,11
110889.0,37.053433944466626,11
133956.0,39.59133574763802,11
162409.0,44.1184376262589,11
197136.0,55.34794505650704,11
238144.0,69.85798862930048,11
288369.0,82.5325684202921,11
25.0,0.2566663220175432,12
36.0,0.3268954234306056,12
49.0,0.3867300757575182,12
64.0,0.4502760872765546,12
81.0,0.5226939032957586,12
100.0,0.6068625978963696,12
121.0,0.6990086733115982,12
144.0,0.7976188531388876,12
196.0,1.001371256894991,12
225.0,1.0927278967757479,12
289.0,1.2870504561257292,12
361.0,1.4298321379946217,12
400.0,1.488059309657404,12
529.0,1.75515896384785,12
625.0,1.9462633262606401,12
729.0,2.1474629235322427,12
900.0,2.414863429092654,12
1089.0,2.6171390094703257,12
1369.0,2.9134262775944024,12
1600.0,3.174715312847169,12
1936.0,3.4491215223457776,12
2401.0,3.716645698924605,12
2916.0,4.044858568720766,12
3481.0,4.572966094892236,12
4225.0,5.4107676604914685,12
5184.0,6.435162229547494,12
6241.0,7.784194267931451,12
7569.0,9.275035591215175,12
9216.0,10.984872407381635,12
11236.0,12.535422998276786,12
13456.0,14.772509241585212,12
16384.0,17.237927715074253,12
19881.0,18.125052796104583,12
24025.0,19.216767081828046,12
28900.0,20.42612600664586,12
35344.0,22.511986991391634,12
42436.0,24.66764264323707,12
51529.0,29.111552052464752,12
62500.0,30.638473217376713,12
75625.0,32.4071960567627,12
91809.0,35.45766915173987,12
110889.0,34.02171400350041,12
133956.0,41.29803111788971,12
162409.0,47.569222822645855,12
197136.0,58.317862630935544,12
238144.0,71.4705564097234,12
288369.0,90.03723406687013,12
25.0,0.2681152714472031,13
36.0,0.347050443947228,13
49.0,0.423339749901544,13
64.0,0.495694306183957,13
81.0,0.5687206864955175,13
100.0,0.6406464933137619,13
121.0,0.7162777475843229,13
144.0,0.8085079649483209,13
196.0,1.0264124248245343,13
225.0,1.1445048270660898,13
289.0,1.37102064487669,13
361.0,1.5991999472677532,13
400.0,1.7215960735867004,13
529.0,2.0312730810210167,13
625.0,2.199959929188849,13
729.0,2.3681164046294763,13
900.0,2.7438455343759482,13
1089.0,3.3220639764573763,13
1369.0,3.8964181371484155,13
1600.0,4.224508424950283,13
1936.0,4.795319208188996,13
2401.0,5.499890244889581,13
2916.0,6.182135821201866,13
3481.0,6.9243241311961015,13
4225.0,7.392762041283727,13
5184.0,8.444999586707917,13
6241.0,9.891641826418498,13
7569.0,10.709684848881167,13
9216.0,12.590796497687535,13
11236.0,14.82538332086717,13
13456.0,17.279283549452664,13
16384.0,19.665967118801014,13
19881.0,21.9696807440369,13
24025.0,24.4414751903655,13
28900.0,26.1661623052276,13
35344.0,28.890520366206765,13
42436.0,32.63766562445748,13
51529.0,36.153813219420144,13
62500.0,39.828823908724665,13
75625.0,46.405742093977835,13
91809.0,51.11242174131823,13
110889.0,59.86469572272673,13
133956.0,69.80689532139526,13
162409.0,71.09935450594188,13
197136.0,85.03202881106479,13
238144.0,104.27012506968198,13
288369.0,125.54011264297472,13
25.0,0.2579508873268688,14
36.0,0.32882535706484356,14
49.0,0.4056725351197824,14
64.0,0.4799873467199745,14
81.0,0.5609934596225699,14
100.0,0.655635786236989,14
121.0,0.7515310345914014,14
144.0,0.8435151364536569,14
196.0,1.0476337601940446,14
225.0,1.1543282953513392,14
289.0,1.3583407526128437,14
361.0,1.5750601839044218,14
400.0,1.693391799873424,14
529.0,2.0234812028413653,14
625.0,2.2399449778318328,14
729.0,2.448419477697739,14
900.0,2.7533706597703245,14
1089.0,2.925178802170693,14
1369.0,3.5180607822453736,14
1600.0,3.9180172496864274,14
1936.0,4.494598152272017,14
2401.0,5.129095321339386,14
2916.0,6.167922045836119,14
3481.0,7.350870898443065,14
4225.0,8.581017847858627,14
5184.0,10.302913542001324,14
6241.0,11.865191317629705,14
7569.0,12.51591112928159,14
9216.0,14.52742679203033,14
11236.0,15.847756033156395,14
13456.0,17.470664960247234,14
16384.0,19.740280836215895,14
19881.0,20.997013450549893,14
24025.0,23.120105026311357,14
28900.0,24.467456791024766,14
35344.0,26.64079967035487,14
42436.0,28.74593628877862,14
51529.0,33.03477852564626,14
62500.0,42.86228885920738,14
75625.0,48.97524848400626,14
91809.0,52.139609244160695,14
110889.0,60.49956402346138,14
133956.0,62.81163187612106,14
162409.0,73.20342141336961,14
197136.0,79.9871283455843,14
238144.0,93.94946181256141,14
288369.0,114.67374293044097,14
25.0,0.3130046872433584,15
36.0,0.4078268183507107,15
49.0,0.5111136049459301,15
64.0,0.6144641617930571,15
81.0,0.7129662667838542,15
100.0,0.8046198867201946,15
121.0,0.8979661620120929,15
144.0,1.0034347957572027,15
196.0,1.2439749717696804,15
225.0,1.369990859765328,15
289.0,1.6188399166121843,15
361.0,1.8816369818415724,15
400.0,2.0108362434822724,15
529.0,2.335598552015738,15
625.0,2.515566122381409,15
729.0,2.7221593102061226,15
900.0,3.049718329352382,15
1089.0,3.2928411112525167,15
1369.0,3.813360469950045,15
1600.0,4.158330719190578,15
1936.0,4.788569992234743,15
2401.0,5.737863891116284,15
2916.0,6.76313098884625,15
3481.0,7.609571464722064,15
4225.0,8.832380919369799,15
5184.0,10.398993327104863,15
6241.0,11.782983698145685,15
7569.0,13.599619627421697,15
9216.0,15.66374809179971,15
11236.0,17.929229579790434,15
13456.0,19.446630065955766,15
16384.0,21.073932563993186,15
19881.0,23.30229350931338,15
24025.0,24.974440456496957,15
28900.0,27.54912522358426,15
35344.0,30.122216416009366,15
42436.0,33.960336337213505,15
51529.0,39.83329395632839,15
62500.0,42.72796054708626,15
75625.0,46.032932137596745,15
91809.0,48.462022250739516,15
110889.0,60.80319714495976,15
133956.0,64.18155250900617,15
162409.0,64.91783760320978,15
197136.0,63.857315016767,15
238144.0,75.41433628099983,15
288369.0,93.58694244844163,15
25.0,0.32096789405008663,16
36.0,0.42050904097979236,16
49.0,0.5330700641393893,16
64.0,0.6496958900333919,16
81.0,0.763393042356096,16
100.0,0.8719034138119744,16
121.0,0.9724002577238853,16
144.0,1.067000633070704,16
196.0,1.2693972906714774,16
225.0,1.383310049392141,16
289.0,1.6306119149236293,16
361.0,1.8951722434096807,16
400.0,2.0315435176996455,16
529.0,2.427899515050679,16
625.0,2.6848885948354524,16
729.0,2.9219430719497774,16
900.0,3.357912873686645,16
1089.0,4.072462362737306,16
1369.0,4.957075863073177,16
1600.0,5.5819397234143135,16
1936.0,6.358523841833634,16
2401.0,7.129583527701726,16
2916.0,7.908772243357455,16
3481.0,8.722535097968532,16
4225.0,9.682010107448777,16
5184.0,10.516622975422148,16
6241.0,11.556236445938675,16
7569.0,14.15921632134625,16
9216.0,15.664391758250327,16
11236.0,17.707231919817726,16
13456.0,19.952060596288266,16
16384.0,23.01638220107705,16
19881.0,26.533943829020576,16
24025.0,30.824664685631042,16
28900.0,33.07785315562234,16
35344.0,37.30810158270072,16
42436.0,39.62272876110366,16
51529.0,39.81311561179189,16
62500.0,45.21893255030471,16
75625.0,47.96463508423376,16
91809.0,50.05069697032148,16
110889.0,56.201963851003,16
133956.0,63.79488252265583,16
162409.0,69.98856511990276,16
197136.0,73.48227985823563,16
238144.0,80.3226766800026,16
288369.0,97.6283899138375,16
25.0,0.31149111797905354,17
36.0,0.4001382492887534,17
49.0,0.4922564225999688,17
64.0,0.5885970174893055,17
81.0,0.6937451308173278,17
100.0,0.8158461634301815,17
121.0,0.9556228202092975,17
144.0,1.109266489023321,17
196.0,1.4298615536340016,17
225.0,1.5899736747281805,17
289.0,1.907611964128868,17
361.0,2.2376343303257227,17
400.0,2.4106617113000803,17
529.0,2.9071904141494977,17
625.0,3.216543303102722,17
729.0,3.5188863708142852,17
900.0,4.041309324819873,17
1089.0,4.526627986308526,17
1369.0,5.265207222655999,17
1600.0,5.7329936162479065,17
1936.0,6.421725960205408,17
2401.0,7.398895945243854,17
2916.0,8.479606315510052,17
3481.0,9.811986799632443,17
4225.0,11.198944348021387,17
5184.0,12.1723378303652,17
6241.0,13.167473886739335,17
7569.0,14.811217571268026,17
9216.0,17.061669005482297,17
11236.0,18.84638326152956,17
13456.0,19.82299361925568,17
16384.0,20.81767543491153,17
19881.0,23.87177358152075,17
24025.0,27.621416104060394,17
28900.0,30.472907315975135,17
35344.0,34.18886408285704,17
42436.0,39.56698884579372,17
51529.0,47.39502664206766,17
62500.0,51.61127891272251,17
75625.0,59.120601175020205,17
91809.0,65.14672589125722,17
110889.0,74.61827199506385,17
133956.0,71.12724109502052,17
162409.0,78.35339993025406,17
197136.0,89.3528636534051,17
238144.0,102.56702901710139,17
288369.0,107.38269010110946,17
25.0,0.3281829231454387,18
36.0,0.42401120113722407,18
49.0,0.5326597318155663,18
64.0,0.6526410095739582,18
81.0,0.7851735903344286,18
100.0,0.9261487063796892,18
121.0,1.0649620681126373,18
144.0,1.1939090042529754,18
196.0,1.4436581827285673,18
225.0,1.5711397004660155,18
289.0,1.8093940227035303,18
361.0,2.0319477552715703,18
400.0,2.139890557526109,18
529.0,2.4853805743091244,18
625.0,2.754488289058899,18
729.0,3.0216123232794057,18
900.0,3.438602700699197,18
1089.0,3.936472328940115,18
1369.0,4.546451156436315,18
1600.0,5.194635203815177,18
1936.0,6.238928018534402,18
2401.0,7.671507597110417,18
2916.0,9.063411738698255,18
3481.0,10.076166245566151,18
4225.0,10.996102008880122,18
5184.0,12.64279676543037,18
6241.0,13.95314231707738,18
7569.0,14.525507033192138,18
9216.0,15.577220208692793,18
11236.0,17.267252252095997,18
13456.0,19.898542868435715,18
16384.0,24.05005944635591,18
19881.0,27.4180979256338,18
24025.0,30.103136363466508,18
28900.0,36.522719354635726,18
35344.0,42.325406301206,18
42436.0,46.34185147440433,18
51529.0,53.17179380723178,18
62500.0,61.6476352897114,18
75625.0,67.62929546071973,18
91809.0,61.907624047876155,18
110889.0,68.57230849961921,18
133956.0,75.2147387319556,18
162409.0,80.90250653072736,18
197136.0,99.52618808035193,18
238144.0,115.34352810774244,18
288369.0,97.13096370186938,18
25.0,0.3191438434136085,19
36.0,0.418841338088603,19
49.0,0.5256052682465914,19
64.0,0.6324763893120972,19
81.0,0.7410876834115617,19
100.0,0.8605556987986954,19
121.0,0.9904958155846025,19
144.0,1.1255513297404132,19
196.0,1.3992924912767648,19
225.0,1.5324668078319605,19
289.0,1.8053736617241118,19
361.0,2.0583644064808375,19
400.0,2.186938820497481,19
529.0,2.6011974178834336,19
625.0,2.932992802371942,19
729.0,3.2665856206586983,19
900.0,3.841896722478464,19
1089.0,4.653861981939753,19
1369.0,5.635709569661344,19
1600.0,6.390244971636085,19
1936.0,7.263806906630885,19
2401.0,8.176682344966707,19
2916.0,9.316629897680244,19
3481.0,10.808085008609504,19
4225.0,12.286295306340937,19
5184.0,14.064239685808172,19
6241.0,15.60961039233274,19
7569.0,17.832991633383823,19
9216.0,20.76660949561505,19
11236.0,24.586506560102602,19
13456.0,27.74487837646739,19
16384.0,30.76362048492183,19
19881.0,34.53627901270547,19
24025.0,38.73216561899784,19
28900.0,42.55446460036292,19
35344.0,45.540175777708285,19
42436.0,50.86818941038864,19
51529.0,58.32679049370121,19
62500.0,66.42662688955627,19
75625.0,74.3929728109483,19
91809.0,80.53085160891698,19
110889.0,78.73505833244776,19
133956.0,86.85046997427952,19
162409.0,90.73098129145154,19
197136.0,107.7959098595828,19
238144.0,135.38372877190048,19
288369.0,171.55298374582017,19
25.0,0.31262905342918973,20
36.0,0.40694836668902823,20
49.0,0.5062620766594527,20
64.0,0.6065095529343135,20
81.0,0.7124547885337056,20
100.0,0.8361645023404244,20
121.0,0.9619430850340327,20
144.0,1.093664889145304,20
196.0,1.364275048755528,20
225.0,1.5001366406763985,20
289.0,1.7697751984860213,20
361.0,2.0310291235269826,20
400.0,2.166794134087704,20
529.0,2.612185247651923,20
625.0,2.9580125846235865,20
729.0,3.307551927137975,20
900.0,3.8797755645395173,20
1089.0,4.767734719303353,20
1369.0,5.805743788579257,20
1600.0,6.645139248346298,20
1936.0,7.746259299739496,20
2401.0,9.086293057051854,20
2916.0,10.447215272416578,20
3481.0,11.9310100605448,20
4225.0,13.784851221147102,20
5184.0,16.297433898654713,20
6241.0,18.61104923702358,20
7569.0,21.009284769589748,20
9216.0,24.15803508272085,20
11236.0,28.595630329824438,20
13456.0,33.218317027401355,20
16384.0,36.78878384027623,20
19881.0,42.0339287183494,20
24025.0,48.46686105768565,20
28900.0,53.14956702026251,20
35344.0,58.40701727836741,20
