x,y,dcx,dcy,dc,adv,vdc
25.0,25.0,1.6584000000000003,1.3423999999999978,0.21160000000000423,0.0021984119769146017,-0.0013282546897521357
50.0,25.0,-0.03879999999999484,0.7275999999999954,0.22119999999999607,0.004044666609146876,0.0003579999424802743
75.0,25.0,0.5071999999999974,1.3671999999999969,-0.057999999999992724,-0.00038381295359656725,0.0005828537130699782
100.0,25.0,0.08520000000000039,1.9395999999999987,-0.2972000000000037,-0.0023149392418895347,0.0026383940914438595
125.0,25.0,0.37640000000000384,2.1392000000000024,-0.13599999999999568,-0.0005865287189086845,0.00168013794775791
150.0,25.0,0.765199999999993,3.2271999999999963,-0.07920000000000016,0.0019462354902199332,0.003266235490219936
175.0,25.0,-0.10559999999999548,3.6880000000000024,-0.09999999999999432,-0.0012617855735421078,0.00040488109312446436
200.0,25.0,-0.5968000000000018,3.248800000000003,-0.22119999999999607,-0.00331530835685009,0.00037135830981651133
225.0,25.0,-0.025199999999998113,3.3352000000000004,-0.13679999999999382,-0.005043394107291802,-0.0027633941072919043
250.0,25.0,0.8652000000000015,5.042400000000001,-0.19200000000000728,-0.008364715546733056,-0.005164715546732936
275.0,25.0,0.5488,6.474400000000003,-0.14400000000000546,-0.0025798482096974556,-0.0001798482096973652
300.0,25.0,0.23239999999999839,6.440799999999996,0.20640000000000214,0.004435359486955722,0.0009953594869556866
325.0,25.0,-0.028000000000005798,5.811999999999998,0.1244000000000085,0.003826667905087013,0.0017533345717535382
350.0,25.0,-0.6519999999999868,4.699600000000004,-0.017600000000001614,-0.0013942893497951986,-0.0011009560164618383
375.0,25.0,-0.2020000000000124,4.230799999999988,0.05000000000001137,0.003936746535981292,0.003103413202647769
400.0,25.0,0.3856000000000108,4.0732,-0.02360000000000184,0.004587533211157362,0.004980866544490726
425.0,25.0,0.2727999999999895,4.060400000000001,0.001600000000010482,0.0018140652655456871,0.0017873985988788458
450.0,25.0,0.2740000000000009,4.213999999999999,0.12360000000001037,0.004940256838132139,0.002880256838131966
475.0,25.0,0.8584000000000032,4.951599999999999,0.03719999999999857,0.008860306855262342,0.008240306855262365
500.0,25.0,0.1688000000000045,5.422399999999996,-0.043199999999998795,0.011975064610409867,0.012695064610409847
525.0,25.0,-0.5904000000000025,5.086799999999997,0.205600000000004,0.013151640738436554,0.009724974071769822
550.0,25.0,-0.24920000000000186,5.760800000000003,0.40160000000000196,0.01241978470154179,0.005726451368208423
575.0,25.0,-0.7312000000000012,5.971199999999996,0.24680000000000746,0.0070440611691543805,0.0029307278358209235
600.0,25.0,-0.8427999999999969,5.448400000000007,0.19199999999999307,0.00214904702452062,-0.001050952975479264
