x,y,divcn,divcv,divv
0,0,7.201287536990506,-18.017532582905147,-0.12490890870090321
25,0,117.29601936245058,218.6248025584214,1.5279828186335382
50,0,90.25827690227212,202.3349672408056,1.423178318869283
75,0,50.10403910707268,51.37501866929185,0.3641440936531273
100,0,-138.6224100856795,-90.3485210714843,-0.6375411088890202
125,0,-31.143057863100623,146.89294134751862,1.0427005921358994
150,0,131.98490955689073,213.57693746719184,1.5080172608491331
175,0,-79.1978772565692,153.1440463547954,1.0743120352196491
200,0,-84.28489263216483,-50.03491212555811,-0.35572361803616326
225,0,19.74740198918377,-2.678455165490803,-0.0224599087700742
250,0,65.55063828076375,236.8119749158916,1.6825026259359135
275,0,-6.0141604186043125,20.99510952078703,0.14961148307354122
300,0,-27.555280091023576,20.668943240307,0.1489171269035699
325,0,341.99684645711784,269.785713893684,1.911528231649347
350,0,38.27271719771662,55.41344694477253,0.39422468268330046
375,0,1.9669555833390149,16.33597163595219,0.11621640249691856
400,0,-29.387018005305574,-54.97528066581677,-0.38950658026308244
425,0,-137.32110041325342,-122.77882073899666,-0.8760949726185423
450,0,-39.29744201992639,-26.923914102546206,-0.2013161243716528
475,0,-36.523368993312005,-47.80547550981993,-0.334116153130837
500,0,75.65845473907811,359.7800457883849,2.5823943825813367
525,0,99.4393707299145,390.39003808722987,2.7850886290837167
550,0,-29.05883828265239,-42.05809970445214,-0.2905770171913906
575,0,174.83935567307603,226.72156281204624,1.6037387394000286
600,0,258.84770515005556,224.03793059657286,1.5756536576139049
625,0,188.72200130539466,72.41747897184918,0.5100640095040777
650,0,35.22729656446161,36.30192626624438,0.2600643088789238
675,0,-155.12339188698155,-119.35851060374029,-0.8464483886784354
700,0,-56.03678236327329,11.32862212041639,0.08483176540926418
725,0,20.007787104362095,37.906372152692924,0.27216254921338234
750,0,-115.49779452585716,-146.47672435283386,-1.0437137583241498
775,0,-5.71473765452302,154.22297947914973,1.1019378447647634
800,0,233.21707448660263,53.67632041170042,0.38360094459626226
825,0,-230.0648569419418,-344.59327362918475,-2.4564088206980537
850,0,-198.42812800861375,-262.7146284125853,-1.8596427231337072
875,0,-186.94371663608484,-183.99831787899618,-1.3002396986080502
900,0,-86.8249644691865,-142.88061570613647,-1.0087448629107065
925,0,76.4718981120075,98.76353368317262,0.694763982245733
950,0,26.663495623967833,51.852490810055656,0.36766606191155304
975,0,8.814827494661117,-106.87513871292632,-0.7460184612240819
1000,0,74.00033728950851,-144.8305256519778,-1.011116002037327
1025,0,-82.32456746712431,-139.03374841998925,-0.9782761152187938
1050,0,-230.24475717924616,-215.45457548686494,-1.5183264128064784
1075,0,148.22724658435584,56.57501367855701,0.40000546095834033
1100,0,-21.47190931813958,-2.516341301445408,-0.019153328444392992
1125,0,-48.25452069903993,-153.8655664874883,-1.073751399930498
1150,0,86.60025372111957,257.98849980510516,1.8139445797176665
1175,0,101.72244877103952,432.63678966345196,3.027505528376949
1200,0,20.893631044811215,39.5036275507195,0.277043609636743
1225,0,0.0,0.0,0.0
0,25,21.720117818070293,71.7492324372138,0.5035351202684577
25,25,-0.08701999870179122,-41.23024115777376,-0.29112850405260016
50,25,165.60138722263463,372.3738229794249,2.6260278326570474
75,25,-146.9324299278993,-195.9913511380742,-1.3801221831244488
100,25,17.154448380044997,-256.4224166473332,-1.8192124022962022
125,25,5.514759164019111,-72.437238235211,-0.5115468036363946
150,25,37.112292364417044,95.9359626891688,0.6819679619156274
175,25,-30.042382023980437,64.55359916529125,0.4521497983617473
200,25,-28.18102737381767,-167.20950818302524,-1.1822321505517421
225,25,6.974424762001661,-169.93501451383156,-1.2119333054616805
250,25,25.769318576598735,127.66824169101133,0.9031449103491455
275,25,102.53187640581689,191.50744183464872,1.3623132294150766
300,25,-31.68173418189933,-78.79904184902448,-0.5594992232126826
325,25,207.6565121116953,220.29107043882968,1.558759732141482
350,25,62.868630787192586,175.2381494381072,1.2390664549759889
375,25,-4.428291289358192,-14.461746670634682,-0.09497222415454565
400,25,81.68796646999591,-99.61065901622129,-0.7083180543310632
425,25,-65.50049135601445,-14.652455785742546,-0.10511044681677495
450,25,-19.535014797011698,-79.46880987907659,-0.5663778346154942
475,25,-50.875694990960994,-241.8690906560998,-1.7351294492326752
500,25,2.346764818948202,-27.891073750128044,-0.20207832280340643
525,25,2.3345190539384646,-72.47155062039502,-0.5173653898392594
550,25,-172.29875567114274,-135.37443958676238,-0.9597246910893531
575,25,-86.84476257822176,-9.883907114175088,-0.06009927000033122
600,25,56.92264506492049,123.92892553504691,0.8799040389114181
625,25,2.6785403949361637,-24.1404576315867,-0.17605539426067018
650,25,-20.762848887387662,2.3340476768790897,0.010799205396013964
675,25,-87.65556292707922,-123.56189110652976,-0.8872613940648425
700,25,-63.89049266769621,-118.30622407386164,-0.8467588657206007
725,25,151.82411929543287,167.2198882557315,1.1997445586321471
750,25,-83.86607868013424,-8.190218018722092,-0.05364079074841582
775,25,134.19443491646246,154.07151606467318,1.100988875993262
800,25,7.20814562708496,64.1726151292522,0.45616449363352285
825,25,-158.38182437963,-96.71933397285206,-0.6865343084264854
850,25,121.45728422919619,43.73928865525028,0.31120072984122127
875,25,172.3627771588453,163.75138490095753,1.1563131873247632
900,25,-66.60012822638784,20.050297402967118,0.14291725426621915
925,25,-3.4832485304665113,22.664988069745306,0.1619428602198998
950,25,-9.056589245226718,-38.17223880538495,-0.2661904407150184
975,25,-37.12197301275883,-106.17515080870626,-0.7481813237694803
1000,25,-8.016562725617334,-65.1851326717836,-0.4563097860469618
1025,25,-58.9580234020765,-139.0075835520013,-0.984124951996697
1050,25,-161.47758461346194,-146.26276932723533,-1.0346850255925577
1075,25,-71.4461399477839,6.900465667726024,0.0498205941912131
1100,25,-43.521336249331625,4.006196542548764,0.02874203277401932
1125,25,73.71325643689357,7.134099339226498,0.05491100658507925
1150,25,40.52837787171592,52.284332805040776,0.3725201769497066
1175,25,-50.05598327572197,-199.37271206618829,-1.396053678186036
1200,25,-102.63232659384079,-73.77230964744976,-0.5078789905917807
1225,25,0.0,0.0,0.0
0,50,-22.98914653374682,-43.3050429963009,-0.2999263326816346
25,50,-93.77993053685285,-321.65280519858976,-2.2635908179420627
50,50,163.17082541409025,122.035358192481,0.8564940700531323
75,50,-149.58429351955652,-81.11298560799163,-0.5710420649644203
100,50,-63.0376198785857,-81.46968154099987,-0.5757524952120188
125,50,12.106642823138415,-58.703261286816854,-0.41191611145267326
150,50,30.782967942386946,-67.518844073329,-0.47059004781370106
175,50,-139.27678346185962,-40.367060362487834,-0.28934502696398373
200,50,56.65455816800098,74.20449294352366,0.517388991526663
225,50,68.32205890835036,54.80542184483825,0.3850451357660386
250,50,-242.59284444818672,-256.42448487260697,-1.822850277183679
275,50,-231.1807169553477,-131.83712863709047,-0.9331739306723102
300,50,-93.91564671941556,-85.3914822121759,-0.6027917972246779
325,50,222.08971286820804,204.0109903889387,1.4393836400162394
350,50,70.47824097922069,150.89564960518499,1.0685580227145908
375,50,-1.5513547203599032,-114.63267366530846,-0.8083921383623
400,50,-18.101482396999415,101.74651928786957,0.7236592433022304
425,50,39.913094008837476,139.89357744087573,1.0007426120669476
450,50,-11.618846886685418,7.401295398697357,0.06029544327002134
475,50,-37.601807686919955,-26.34980069989075,-0.18917693759746346
500,50,-24.459929862022122,-31.14012252514746,-0.23106799056894833
525,50,3.9731346159848613,-161.60265462434685,-1.1507877760367164
550,50,-51.72910846440995,-117.7258654154894,-0.8330737579558756
575,50,-53.148381521182586,-105.13274527431354,-0.7400515137285274
600,50,-167.51870678462052,-116.39233470943387,-0.8081012800553691
625,50,179.30647579944065,125.83610067712817,0.8895216191389705
650,50,3.6889992791092467,86.06024657731426,0.5999691379112524
675,50,23.02446644513469,85.28946620575968,0.6049132578584977
700,50,16.41846466092938,134.30890243628687,0.9679160670821425
725,50,282.36632179083466,203.571112432969,1.4639282761155967
750,50,-49.01475809629022,-80.42024885691679,-0.5780336625359126
775,50,-86.34498893180901,-137.07865185562787,-0.9779822857367031
800,50,132.512306008551,128.9500246223626,0.9188081979383057
825,50,348.24998746038887,343.29691050239444,2.4375723172534505
850,50,248.66278560784554,334.95566608194656,2.3706539467539076
