20,20,-1.40461,5.92897,0.182458
20,35,-1.28282,5.71595,2.109
20,50,-0.411304,3.95178,-1.896
20,65,-0.287547,5.71987,-2.52635
20,80,-2.30427,5.19533,1.34328
20,95,-4.88997,6.30036,-2.5053
20,110,-3.37358,5.54095,-2.81241
20,125,-2.90388,6.1552,-5.45957
20,140,-1.6809,3.44905,-3.08789
20,155,-1.73184,1.10304,0.614782
20,170,-1.45692,1.67684,0.518506
20,185,-1.45613,2.0326,0.374102
20,200,-1.58465,1.93831,2.43885
20,215,-2.82026,3.38358,1.40807
20,230,-3.85577,4.77678,-2.41693
20,245,-3.15641,3.95781,-3.5438
20,260,-2.45159,3.18585,-1.51474
20,275,-2.81996,2.41185,0.36414
20,290,-3.49831,1.59736,-0.576377
20,305,-3.39894,2.09339,-3.97064
20,320,-1.88459,3.03005,-7.19983
20,335,-0.257528,2.24897,-3.97065
20,350,0.781929,4.5262,-4.55806
20,365,0.541225,3.20004,-2.00819
20,380,0.969668,2.57689,-2.81384
20,395,2.11798,2.10702,-4.1787
20,410,3.08938,1.11759,-1.68185
20,425,3.09505,1.05077,-0.331058
20,440,3.05875,0.931285,-0.436418
20,455,3.52514,0.678337,-0.515359
20,470,4.01596,0.664773,-1.10311
20,485,4.17107,0.225162,0.0502367
20,500,3.72155,-0.251132,1.6712
20,515,3.62102,-0.659238,1.28337
20,530,3.97569,-1.2926,2.08641
20,545,3.79881,0.182349,1.18542
20,560,3.04657,1.18267,-0.0918232
20,575,3.89576,0.208266,-1.15484
20,590,4.58324,-0.819639,0.0272444
20,605,3.67336,0.724225,-0.873455
20,620,3.34552,-0.182821,0.367999
20,635,3.12881,-1.00159,0.130533
20,650,2.63759,-3.29263,2.47691
20,665,2.21141,-3.2783,1.76679
20,680,1.69787,-2.80569,-0.172879
20,695,1.29663,-2.14446,0.700377
20,710,-0.324703,-0.922788,-2.76562
20,725,0.784785,-3.34395,-1.49701
20,740,1.65493,-4.99235,0.840364
20,755,2.05679,-4.29976,0.325316
20,770,1.90046,-4.63756,2.21194
20,785,1.27459,-3.79277,1.61276
20,800,0.694466,-3.16262,-0.458635
20,815,1.05806,-2.08324,-1.48174
20,830,0.819754,-1.41408,-1.64571
20,845,1.12158,-1.93104,-0.325083
20,860,1.2425,-2.56247,0.931706
20,875,1.36471,-2.12158,0.366622
20,890,1.54689,-1.50669,-1.27116
