  0.3367	  0.3471	 -0.2880	 -2.9721	  0.0000
  0.4610	  0.3471	 -0.0219	 -3.0306	  0.0000
  0.5854	  0.3471	 -0.0418	 -3.1712	  0.0000
  0.7097	  0.3471	 -0.1636	 -3.2293	  0.0000
  0.8340	  0.3471	 -0.0402	 -3.2125	  0.0000
  0.9584	  0.3471	 -0.0315	 -3.1493	  0.0000
  1.0827	  0.3471	 -0.0046	 -3.1365	  0.0000
  1.2070	  0.3471	  0.1594	 -3.1183	  0.0000
  1.3313	  0.3471	  0.3101	 -3.0437	  0.0000
  1.4557	  0.3471	  0.2584	 -3.0698	  0.0000
  1.5800	  0.3471	  0.1269	 -2.9725	  0.0000
  1.7043	  0.3471	  0.3020	 -3.0219	  0.0000
  1.8286	  0.3471	  0.2592	 -3.1143	  0.0000
  1.9530	  0.3471	  0.1138	 -3.1023	  0.0000
  2.0773	  0.3471	  0.0779	 -3.0915	  1.0000
  2.2016	  0.3471	  0.0028	 -3.1456	  0.0000
  2.3259	  0.3471	 -0.0902	 -2.9102	  1.0000
  2.4503	  0.3471	  0.1457	 -2.8381	  0.0000
  2.5746	  0.3471	 -0.1564	 -2.5683	  0.0000
  2.6989	  0.3471	 -0.2829	 -2.4848	  0.0000
  2.8232	  0.3471	 -0.2638	 -2.5231	  0.0000
  2.9476	  0.3471	 -0.0621	 -2.8584	  0.0000
  3.0719	  0.3471	 -0.0826	 -2.9688	  0.0000
  3.1962	  0.3471	 -0.1161	 -2.8981	  0.0000
  3.3206	  0.3471	  0.0418	 -2.8931	  0.0000
  3.4449	  0.3471	  0.1814	 -3.0234	  0.0000
  3.5692	  0.3471	  0.1338	 -3.1110	  0.0000
  3.6935	  0.3471	 -0.0391	 -3.0949	  0.0000
  3.8179	  0.3471	 -0.1885	 -3.0422	  0.0000
  3.9422	  0.3471	 -0.2891	 -2.7853	  0.0000
  4.0665	  0.3471	 -0.1930	 -2.9690	  0.0000
  4.1908	  0.3471	 -0.1606	 -3.0419	  0.0000
  4.3152	  0.3471	 -0.1590	 -2.7235	  0.0000
  4.4395	  0.3471	 -0.1497	 -2.7222	  0.0000
  4.5638	  0.3471	 -0.0668	 -2.7990	  0.0000
  4.6881	  0.3471	  0.1568	 -3.1198	  0.0000
  4.8125	  0.3471	  0.0871	 -3.2329	  0.0000
  4.9368	  0.3471	 -0.0638	 -3.3275	  1.0000
  0.3367	  0.4714	 -0.3271	 -2.8730	  0.0000
  0.4610	  0.4714	 -0.1202	 -3.0158	  0.0000
  0.5854	  0.4714	 -0.0933	 -3.1716	  0.0000
  0.7097	  0.4714	 -0.1342	 -3.2368	  0.0000
  0.8340	  0.4714	  0.0412	 -3.2616	  0.0000
  0.9584	  0.4714	  0.0278	 -3.1769	  0.0000
  1.0827	  0.4714	  0.0238	 -3.1664	  0.0000
  1.2070	  0.4714	  0.1831	 -3.1015	  0.0000
  1.3313	  0.4714	  0.3026	 -3.0097	  0.0000
  1.4557	  0.4714	  0.1614	 -3.0715	  0.0000
  1.5800	  0.4714	  0.0970	 -2.9805	  0.0000
  1.7043	  0.4714	  0.2962	 -2.9384	  0.0000
  1.8286	  0.4714	  0.3682	 -3.0974	  0.0000
  1.9530	  0.4714	  0.3543	 -3.2129	  0.0000
  2.0773	  0.4714	  0.0323	 -3.0457	  1.0000
  2.2016	  0.4714	 -0.0471	 -3.2110	  0.0000
  2.3259	  0.4714	 -0.1551	 -3.1537	  0.0000
  2.4503	  0.4714	 -0.1336	 -2.7748	  0.0000
  2.5746	  0.4714	 -0.1969	 -2.5790	  0.0000
  2.6989	  0.4714	 -0.3267	 -2.5034	  0.0000
  2.8232	  0.4714	 -0.4015	 -2.5953	  0.0000
  2.9476	  0.4714	 -0.3605	 -2.6688	  0.0000
  3.0719	  0.4714	 -0.1564	 -2.7154	  0.0000
  3.1962	  0.4714	 -0.0473	 -2.7162	  0.0000
  3.3206	  0.4714	 -0.0535	 -2.7555	  0.0000
  3.4449	  0.4714	 -0.0967	 -2.8738	  0.0000
  3.5692	  0.4714	  0.0547	 -3.1148	  0.0000
  3.6935	  0.4714	  0.0408	 -3.1550	  0.0000
  3.8179	  0.4714	 -0.0886	 -3.0690	  0.0000
  3.9422	  0.4714	 -0.1180	 -2.9366	  0.0000
  4.0665	  0.4714	 -0.1752	 -2.8900	  0.0000
  4.1908	  0.4714	 -0.1553	 -2.9103	  0.0000
  4.3152	  0.4714	 -0.1412	 -2.7200	  0.0000
  4.4395	  0.4714	 -0.1477	 -2.6795	  0.0000
  4.5638	  0.4714	 -0.1116	 -2.7279	  0.0000
  4.6881	  0.4714	  0.0260	 -3.1398	  0.0000
  4.8125	  0.4714	 -0.0631	 -3.5468	  0.0000
  4.9368	  0.4714	 -0.2080	 -3.4420	  0.0000
  0.3367	  0.5957	 -0.4108	 -2.8019	  0.0000
  0.4610	  0.5957	 -0.5310	 -3.0276	  0.0000
  0.5854	  0.5957	 -0.5580	 -3.0753	  0.0000
  0.7097	  0.5957	 -0.1264	 -3.1734	  0.0000
  0.8340	  0.5957	 -0.0049	 -3.2167	  0.0000
